x,y,z,t,mu,alpha
298.6623,89.4086,288.4631,439.0000,-0.0149,10.1674
292.2390,95.3921,287.1081,440.0000,-0.0081,10.1674
284.8862,102.2398,285.9238,441.0000,-0.0042,10.1674
277.5373,109.0831,286.5153,442.0000,-0.0018,10.1674
271.0707,115.1045,287.2138,443.0000,-0.0009,10.1674
264.7527,120.9875,286.3086,444.0000,-0.0005,10.1674
257.6439,127.6065,284.9357,445.0000,-0.0003,10.1674
250.2035,134.5343,285.0565,446.0000,-0.0001,10.1674
243.4939,140.7817,285.8699,447.0000,-0.0001,10.1674
237.1890,146.6523,285.4260,448.0000,-0.0000,10.1674
230.3137,153.0538,284.0635,449.0000,-0.0000,10.1674
222.8888,159.9672,283.7376,450.0000,-0.0000,10.1674
215.9510,166.4271,284.4899,451.0000,-0.0000,10.1674
209.5805,172.3587,284.4550,452.0000,-0.0000,10.1674
202.8946,178.5839,283.2631,453.0000,-0.0000,10.1674
195.5689,185.4050,282.5818,454.0000,-0.0000,10.1674
188.4495,192.0339,283.1349,455.0000,-0.0000,10.1674
181.9552,198.0807,283.4098,456.0000,-0.0000,10.1674
175.3968,204.1872,282.4936,457.0000,-0.0000,10.1674
168.2214,210.8684,281.5857,458.0000,-0.0000,10.1674
160.9881,217.6032,281.8528,459.0000,-0.0000,10.1674
154.3370,223.7961,282.3087,460.0000,-0.0000,10.1674
147.8393,229.8462,281.7118,461.0000,-0.0000,10.1674
140.8313,236.3714,280.7118,462.0000,-0.0000,10.1674
133.5588,243.1428,280.6592,463.0000,-0.0000,10.1674
126.7439,249.4882,281.1570,464.0000,-0.0000,10.1674
120.2437,255.5405,280.8653,465.0000,-0.0000,10.1674
113.3911,261.9210,279.8913,466.0000,-0.0000,10.1674
106.1466,268.6664,279.5364,467.0000,-0.0000,10.1674
99.1847,275.1487,279.9507,468.0000,-0.0000,10.1674
92.6296,281.2522,279.9094,469.0000,-0.0000,10.1674
85.8992,287.5189,279.0539,470.0000,-0.0000,10.1674
78.7326,294.1917,278.4589,471.0000,-0.0000,10.1674
71.6597,300.7774,278.6998,472.0000,-0.0000,10.1674
65.0124,306.9667,278.8313,473.0000,-0.0000,10.1674
58.3600,313.1608,278.1562,474.0000,-0.0000,10.1674
51.2996,319.7347,277.4114,475.0000,-0.0000,10.1674
44.1628,326.3798,277.4328,476.0000,-0.0000,10.1674
37.4048,332.6722,277.6498,477.0000,-0.0000,10.1674
30.7838,338.8371,277.1817,478.0000,-0.0000,10.1674
23.8363,345.3060,276.3839,479.0000,-0.0000,10.1674
16.6847,351.9648,276.1806,480.0000,-0.0000,10.1674
9.8160,358.3603,276.3980,481.0000,0.0000,10.1674
3.1839,364.5355,276.1290,482.0000,0.0000,10.1674
-5.5296,367.5938,274.6255,483.0000,-43.7388,11.5602
-15.7287,364.4872,273.7302,484.0000,-19.2306,10.3817
-24.0561,359.0652,275.1790,485.0000,-8.0218,10.2032
-30.3948,353.8061,275.9162,486.0000,-4.2736,10.1775
-36.6019,348.0604,274.2671,487.0000,-2.3504,10.1704
-43.8459,340.8988,272.6728,488.0000,-1.2426,10.1682
-51.0431,333.5283,273.5037,489.0000,-0.5064,10.1675
-57.0470,327.2878,274.6177,490.0000,-0.2617,10.1674
-62.7797,321.2889,273.5946,491.0000,-0.1375,10.1674
-69.4794,314.2520,271.7859,492.0000,-0.0753,10.1674
-76.6763,306.6765,271.9519,493.0000,-0.0330,10.1674
-82.9554,300.0608,273.1818,494.0000,-0.0162,10.1674
-88.6723,294.0348,272.7804,495.0000,-0.0082,10.1674
-95.0624,287.2978,271.0262,496.0000,-0.0045,10.1674
-102.2128,279.7582,270.5735,497.0000,-0.0022,10.1674
-108.7829,272.8301,271.6753,498.0000,-0.0010,10.1674
-114.5998,266.6961,271.8058,499.0000,-0.0005,10.1674
-120.7589,260.2010,270.3098,500.0000,-0.0003,10.1674
-127.7626,252.8153,269.3750,501.0000,-0.0001,10.1674
-134.5610,245.6461,270.1595,502.0000,-0.0001,10.1674
-140.5482,239.3323,270.6733,503.0000,-0.0000,10.1674
-146.5617,232.9908,269.5613,504.0000,-0.0000,10.1674
-153.3601,225.8215,268.3300,505.0000,-0.0000,10.1674
-160.2948,218.5085,268.6868,506.0000,-0.0000,10.1674
-166.4910,211.9743,269.4047,507.0000,-0.0000,10.1674
-172.4458,205.6946,268.7250,508.0000,-0.0000,10.1674
-179.0262,198.7553,267.3921,509.0000,-0.0000,10.1674
-185.9984,191.4028,267.2961,510.0000,-0.0000,10.1674
-192.4085,184.6429,268.0376,511.0000,-0.0000,10.1674
-198.3834,178.3421,267.7702,512.0000,-0.0000,10.1674
-204.7697,171.6075,266.5076,513.0000,-0.0000,10.1674
-211.6923,164.3072,266.0093,514.0000,-0.0000,10.1674
-218.2899,157.3497,266.6187,515.0000,-0.0000,10.1674
-224.3481,150.9610,266.6904,516.0000,-0.0000,10.1674
-230.5878,144.3809,265.6266,517.0000,-0.0000,10.1674
-237.3987,137.1985,264.8295,518.0000,-0.0000,10.1674
-244.1330,130.0968,265.1954,519.0000,-0.0000,10.1674
-250.3173,123.5752,265.4976,520.0000,-0.0000,10.1674
-256.4691,117.0878,264.7084,521.0000,-0.0000,10.1674
-263.1366,110.0566,263.7421,522.0000,-0.0000,10.1674
-269.9434,102.8784,263.8082,523.0000,-0.0000,10.1674
-276.2736,96.2029,264.2172,524.0000,-0.0000,10.1674
-282.3970,89.7454,263.7255,525.0000,-0.0000,10.1674
-288.9181,82.8687,262.7202,526.0000,-0.0000,10.1674
-295.7330,75.6820,262.4852,527.0000,-0.0000,10.1674
-302.2055,68.8564,262.8812,528.0000,-0.0000,10.1674
-308.3535,62.3730,262.6642,529.0000,-0.0000,10.1674
-314.7478,55.6299,261.7311,530.0000,-0.0000,10.1674
-321.5168,48.4917,261.2394,531.0000,-0.0000,10.1674
-328.1080,41.5409,261.5238,532.0000,-0.0000,10.1674
-334.3214,34.9886,261.5238,533.0000,-0.0000,10.1674
-340.6232,28.3430,260.7427,534.0000,-0.0000,10.1674
-347.3095,21.2919,260.0695,535.0000,-0.0000,10.1674
-353.9817,14.2558,260.1762,536.0000,-0.0000,10.1674
-360.2862,7.6073,260.3145,537.0000,-0.0000,10.1674
-366.5363,1.0163,259.7288,538.0000,-0.0000,10.1674
-369.5192,-7.9260,258.1441,539.0000,-45.0000,11.6694
-363.8544,-16.9799,256.9220,540.0000,-39.0488,11.2105
-354.2505,-21.3021,258.2967,541.0000,-15.2083,10.2990
-346.0685,-22.8731,259.8304,542.0000,-8.2453,10.2053
-338.1796,-23.5592,258.5178,543.0000,-4.3538,10.1779
-328.3752,-23.8263,256.2121,544.0000,-2.4219,10.1706
-317.6166,-23.7506,256.5763,545.0000,-0.9743,10.1679
-308.6785,-23.5561,258.2784,546.0000,-0.4823,10.1675
-300.7609,-23.3340,257.7817,547.0000,-0.2479,10.1674
-291.5356,-23.0451,255.5282,548.0000,-0.1402,10.1674
-280.8378,-22.6889,255.0494,549.0000,-0.0631,10.1674
-271.3200,-22.3631,256.6068,550.0000,-0.0278,10.1674
-263.2166,-22.0827,256.8201,551.0000,-0.0146,10.1674
-254.4362,-21.7771,254.9008,552.0000,-0.0081,10.1674
-244.0142,-21.4132,253.7624,553.0000,-0.0041,10.1674
-234.0327,-21.0642,254.9145,554.0000,-0.0016,10.1674
-225.6084,-20.7694,255.6501,555.0000,-0.0008,10.1674
-217.1066,-20.4718,254.2380,556.0000,-0.0005,10.1674
-207.0817,-20.1208,252.6946,557.0000,-0.0002,10.1674
-196.8149,-19.7613,253.2854,558.0000,-0.0001,10.1674
-187.9907,-19.4523,254.3120,559.0000,-0.0001,10.1674
-179.6011,-19.1585,253.4764,560.0000,-0.0000,10.1674
-169.9996,-18.8223,251.7949,561.0000,-0.0000,10.1674
-159.6449,-18.4597,251.7851,562.0000,-0.0000,10.1674
-150.4044,-18.1361,252.8648,563.0000,-0.0000,10.1674
-141.9781,-17.8410,252.5843,564.0000,-0.0000,10.1674
-132.7518,-17.5179,250.9991,565.0000,-0.0000,10.1674
-122.4850,-17.1584,250.4545,566.0000,-0.0000,10.1674
-112.8737,-16.8218,251.3789,567.0000,-0.0000,10.1674
-104.2904,-16.5213,251.5621,568.0000,-0.0000,10.1674
-95.3457,-16.2080,250.2486,569.0000,-0.0000,10.1674
-85.2922,-15.8560,249.3105,570.0000,-0.0000,10.1674
-75.4059,-15.5098,249.9295,571.0000,-0.0000,10.1674
-66.5823,-15.2008,250.4391,572.0000,-0.0000,10.1674
-57.8056,-14.8934,249.5032,573.0000,-0.0000,10.1674
-48.0289,-14.5511,248.3508,574.0000,-0.0000,10.1674
-37.9924,-14.1996,248.5897,575.0000,-0.0000,10.1674
-28.8879,-13.8808,249.2677,576.0000,-0.0000,10.1674
-20.1657,-13.5754,248.7459,577.0000,-0.0000,10.1674
-10.6720,-13.2429,247.5587,578.0000,-0.0000,10.1674
-0.6135,-12.8907,247.4156,579.0000,-0.0000,10.1674
8.7672,-12.5622,248.1038,580.0000,-0.0000,10.1674
17.5339,-12.2552,247.9660,581.0000,-0.0000,10.1674
26.7816,-11.9314,246.8885,582.0000,-0.0000,10.1674
36.7528,-11.5822,246.4132,583.0000,-0.0000,10.1674
46.3649,-11.2456,246.9669,584.0000,-0.0000,10.1674
55.2529,-10.9343,247.1238,585.0000,-0.0000,10.1674
64.3197,-10.6168,246.2449,586.0000,-0.0000,10.1674
74.1298,-10.2733,245.5179,587.0000,-0.0000,10.1674
83.9020,-9.9311,245.8266,588.0000,-0.0000,10.1674
92.9626,-9.6138,246.1565,589.0000,-0.0000,10.1674
101.9279,-9.2999,245.5187,590.0000,-0.0000,10.1674
111.5451,-8.9631,244.6452,591.0000,-0.0000,10.1674
121.3937,-8.6182,244.6594,592.0000,-0.0000,10.1674
130.6481,-8.2941,245.0433,593.0000,-0.0000,10.1674
139.5913,-7.9810,244.6559,594.0000,0.0000,10.1674
149.0195,-7.6508,243.7521,595.0000,0.0000,10.1674
158.8628,-7.3061,243.4829,596.0000,0.0000,10.1674
168.3003,-6.9756,243.8195,597.0000,0.0000,10.1674
177.2890,-6.6609,243.6594,598.0000,0.0000,10.1674
186.5590,-6.3362,242.8265,599.0000,0.0000,10.1674
196.3303,-5.9941,242.3273,600.0000,0.0000,10.1674
205.9149,-5.6584,242.5385,601.0000,0.0000,10.1674
214.9990,-5.3403,242.5533,602.0000,-0.0000,10.1674
224.1581,-5.0196,241.8620,603.0000,0.0000,10.1674
233.8147,-4.6814,241.2088,604.0000,0.0000,10.1674
243.4938,-4.3425,241.2459,605.0000,0.0000,10.1674
252.7024,-4.0200,241.3652,606.0000,0.0000,10.1674
261.8047,-3.7013,240.8508,607.0000,0.0000,10.1674
271.3295,-3.3677,240.1269,608.0000,0.0000,10.1674
281.0455,-3.0275,239.9735,609.0000,0.0000,10.1674
290.3857,-2.7004,240.1219,610.0000,0.0000,10.1674
299.4836,-2.3818,239.7872,611.0000,0.0000,10.1674
308.8828,-2.0527,239.0696,612.0000,0.0000,10.1674
318.5822,-1.7130,238.7398,613.0000,-0.0000,10.1674
328.0415,-1.3818,238.8493,614.0000,-0.0000,10.1674
337.1790,-1.0618,238.6703,615.0000,-0.0000,10.1674
346.4760,-0.7362,238.0204,616.0000,0.0000,10.1674
356.1178,-0.3986,237.5513,617.0000,0.0000,10.1674
364.5896,3.8820,236.7525,618.0000,-45.0000,11.6694
366.9640,13.8120,235.6524,619.0000,-40.4032,11.3031
363.3054,23.6394,236.2727,620.0000,-16.0274,10.3140
358.3098,30.9938,237.5787,621.0000,-8.2425,10.2052
352.9927,37.2650,236.8874,622.0000,-4.1911,10.1771
346.4786,44.1275,234.9882,623.0000,-2.3180,10.1704
339.0085,51.4976,234.7895,624.0000,-1.0516,10.1680
332.2442,57.9698,236.0466,625.0000,-0.4892,10.1675
326.1993,63.6780,235.9616,626.0000,-0.2494,10.1674
319.5927,69.8759,234.2487,627.0000,-0.1377,10.1674
312.0434,76.9306,233.4670,628.0000,-0.0686,10.1674
304.9022,83.5908,234.4683,629.0000,-0.0292,10.1674
298.6582,89.4095,234.8632,630.0000,-0.0149,10.1674
292.2346,95.3934,233.5107,631.0000,-0.0081,10.1674
284.8820,102.2410,232.3292,632.0000,-0.0042,10.1674
277.5336,109.0839,232.9221,633.0000,-0.0018,10.1674
271.0670,115.1054,233.6214,634.0000,-0.0009,10.1674
264.7486,120.9886,232.7176,635.0000,-0.0005,10.1674
257.6400,127.6077,231.3464,636.0000,-0.0003,10.1674
250.2001,134.5351,231.4679,637.0000,-0.0001,10.1674
243.4906,140.7824,232.2809,638.0000,-0.0001,10.1674
237.1856,146.6532,231.8368,639.0000,-0.0000,10.1674
230.3104,153.0548,230.4744,640.0000,-0.0000,10.1674
222.8859,159.9678,230.1478,641.0000,-0.0000,10.1674
215.9484,166.4274,230.8980,642.0000,-0.0000,10.1674
209.5778,172.3591,230.8608,643.0000,-0.0000,10.1674
202.8920,178.5844,229.6667,644.0000,-0.0000,10.1674
195.5667,185.4051,228.9825,645.0000,-0.0000,10.1674
188.4477,192.0337,229.5315,646.0000,-0.0000,10.1674
181.9535,198.0806,229.8016,647.0000,-0.0000,10.1674
175.3952,204.1871,228.8807,648.0000,-0.0000,10.1674
168.2200,210.8679,227.9676,649.0000,-0.0000,10.1674
160.9872,217.6026,228.2283,650.0000,-0.0000,10.1674
154.3361,223.7955,228.6775,651.0000,-0.0000,10.1674
147.8382,229.8458,228.0740,652.0000,-0.0000,10.1674
140.8303,236.3709,227.0676,653.0000,-0.0000,10.1674
133.5581,243.1422,227.0080,654.0000,-0.0000,10.1674
126.7430,249.4878,227.4987,655.0000,-0.0000,10.1674
120.2426,255.5404,227.2006,656.0000,-0.0000,10.1674
113.3898,261.9211,226.2209,657.0000,-0.0000,10.1674
106.1454,268.6665,225.8604,658.0000,-0.0000,10.1674
99.1834,275.1489,226.2693,659.0000,-0.0000,10.1674
92.6279,281.2529,226.2233,660.0000,-0.0000,10.1674
85.8972,287.5199,225.3642,661.0000,-0.0000,10.1674
78.7306,294.1928,224.7662,662.0000,-0.0000,10.1674
71.6576,300.7786,225.0043,663.0000,-0.0000,10.1674
65.0100,306.9683,225.1334,664.0000,-0.0000,10.1674
58.3573,313.1627,224.4569,665.0000,-0.0000,10.1674
51.2968,319.7368,223.7115,666.0000,-0.0000,10.1674
44.1600,326.3820,223.7323,667.0000,-0.0000,10.1674
37.4019,332.6746,223.9490,668.0000,-0.0000,10.1674
30.7806,338.8397,223.4812,669.0000,-0.0000,10.1674
23.8329,345.3088,222.6844,670.0000,-0.0000,10.1674
16.6815,351.9676,222.4823,671.0000,0.0000,10.1674
9.8128,358.3632,222.7008,672.0000,0.0000,10.1674
3.1804,364.5387,222.4332,673.0000,-0.0000,10.1674
-5.5333,367.5969,220.9317,674.0000,-43.7392,11.5602
-15.7323,364.4902,220.0385,675.0000,-19.2308,10.3817
-24.0594,359.0681,221.4892,676.0000,-8.0216,10.2032
-30.3980,353.8090,222.2278,677.0000,-4.2735,10.1775
-36.6051,348.0632,220.5802,678.0000,-2.3504,10.1704
-43.8490,340.9015,218.9875,679.0000,-1.2426,10.1682
-51.0460,333.5311,219.8197,680.0000,-0.5064,10.1675
-57.0497,327.2907,220.9346,681.0000,-0.2617,10.1674
-62.7824,321.2918,219.9122,682.0000,-0.1375,10.1674
-69.4820,314.2547,218.1044,683.0000,-0.0753,10.1674
-76.6788,306.6793,218.2710,684.0000,-0.0330,10.1674
-82.9578,300.0636,219.5014,685.0000,-0.0162,10.1674
-88.6746,294.0376,219.1002,686.0000,-0.0082,10.1674
-95.0646,287.3005,217.3461,687.0000,-0.0045,10.1674
-102.2149,279.7609,216.8936,688.0000,-0.0022,10.1674
-108.7849,272.8327,217.9954,689.0000,-0.0010,10.1674
-114.6017,266.6987,218.1258,690.0000,-0.0005,10.1674
-120.7608,260.2036,216.6298,691.0000,-0.0003,10.1674
-127.7645,252.8178,215.6951,692.0000,-0.0001,10.1674
-134.5628,245.6485,216.4797,693.0000,-0.0001,10.1674
-140.5500,239.3346,216.9935,694.0000,-0.0000,10.1674
-146.5635,232.9930,215.8818,695.0000,-0.0000,10.1674
-153.3619,225.8236,214.6509,696.0000,-0.0000,10.1674
-160.2966,218.5105,215.0083,697.0000,-0.0000,10.1674
-166.4927,211.9763,215.7268,698.0000,-0.0000,10.1674
-172.4475,205.6965,215.0478,699.0000,-0.0000,10.1674
-179.0279,198.7570,213.7159,700.0000,-0.0000,10.1674
-186.0001,191.4043,213.6213,701.0000,-0.0000,10.1674
-192.4102,184.6444,214.3642,702.0000,-0.0000,10.1674
-198.3851,178.3435,214.0982,703.0000,-0.0000,10.1674
-204.7714,171.6087,212.8373,704.0000,-0.0000,10.1674
-211.6940,164.3083,212.3410,705.0000,-0.0000,10.1674
-218.2916,157.3507,212.9525,706.0000,-0.0000,10.1674
-224.3497,150.9620,213.0263,707.0000,-0.0000,10.1674
-230.5895,144.3817,211.9647,708.0000,-0.0000,10.1674
-237.4004,137.1991,211.1701,709.0000,-0.0000,10.1674
-244.1346,130.0974,211.5389,710.0000,-0.0000,10.1674
-250.3188,123.5757,211.8438,711.0000,-0.0000,10.1674
-256.4706,117.0882,211.0572,712.0000,-0.0000,10.1674
-263.1381,110.0569,210.0938,713.0000,-0.0000,10.1674
-269.9450,102.8786,210.1632,714.0000,-0.0000,10.1674
-276.2750,96.2031,210.5752,715.0000,-0.0000,10.1674
-282.3984,89.7456,210.0866,716.0000,-0.0000,10.1674
-288.9195,82.8686,209.0846,717.0000,-0.0000,10.1674
-295.7344,75.6818,208.8530,718.0000,-0.0000,10.1674
-302.2068,68.8562,209.2525,719.0000,-0.0000,10.1674
-308.3547,62.3729,209.0389,720.0000,-0.0000,10.1674
-314.7490,55.6296,208.1092,721.0000,-0.0000,10.1674
-321.5180,48.4912,207.6211,722.0000,-0.0000,10.1674
-328.1091,41.5405,207.9093,723.0000,-0.0000,10.1674
-334.3224,34.9881,207.9130,724.0000,-0.0000,10.1674
-340.6242,28.3424,207.1354,725.0000,-0.0000,10.1674
-347.3105,21.2912,206.4660,726.0000,-0.0000,10.1674
-353.9826,14.2550,206.5766,727.0000,-0.0000,10.1674
-360.2870,7.6066,206.7188,728.0000,0.0000,10.1674
-366.5371,1.0155,206.1367,729.0000,0.0000,10.1674
-369.5198,-7.9270,204.5559,730.0000,-45.0000,11.6694
-363.8546,-16.9806,203.3377,731.0000,-39.0505,11.2106
-354.2505,-21.3024,204.7164,732.0000,-15.2066,10.2990
-346.0686,-22.8731,206.2541,733.0000,-8.2444,10.2052
-338.1799,-23.5591,204.9452,734.0000,-4.3534,10.1779
-328.3754,-23.8262,202.6431,735.0000,-2.4217,10.1706
-317.6167,-23.7505,203.0113,736.0000,-0.9743,10.1679
-308.6788,-23.5559,204.7173,737.0000,-0.4822,10.1675
-300.7613,-23.3339,204.2241,738.0000,-0.2479,10.1674
-291.5361,-23.0450,201.9741,739.0000,-0.1402,10.1674
-280.8382,-22.6887,201.4989,740.0000,-0.0631,10.1674
-271.3204,-22.3630,203.0601,741.0000,-0.0278,10.1674
-263.2173,-22.0825,203.2769,742.0000,-0.0146,10.1674
-254.4370,-21.7770,201.3607,743.0000,-0.0081,10.1674
-244.0148,-21.4131,200.2256,744.0000,-0.0041,10.1674
-234.0333,-21.0640,201.3812,745.0000,-0.0016,10.1674
-225.6092,-20.7692,202.1200,746.0000,-0.0008,10.1674
-217.1076,-20.4716,200.7108,747.0000,-0.0005,10.1674
-207.0827,-20.1207,199.1701,748.0000,-0.0002,10.1674
-196.8159,-19.7612,199.7638,749.0000,-0.0001,10.1674
-187.9919,-19.4522,200.7932,750.0000,-0.0001,10.1674
-179.6026,-19.1584,199.9599,751.0000,-0.0000,10.1674
-170.0011,-18.8222,198.2803,752.0000,-0.0000,10.1674
-159.6464,-18.4596,198.2725,753.0000,-0.0000,10.1674
-150.4060,-18.1360,199.3542,754.0000,-0.0000,10.1674
-141.9801,-17.8409,199.0752,755.0000,-0.0000,10.1674
-132.7541,-17.5179,197.4908,756.0000,-0.0000,10.1674
-122.4874,-17.1584,196.9466,757.0000,-0.0000,10.1674
-112.8762,-16.8218,197.8713,758.0000,-0.0000,10.1674
-104.2933,-16.5212,198.0544,759.0000,-0.0000,10.1674
-95.3492,-16.2080,196.7397,760.0000,-0.0000,10.1674
-85.2960,-15.8560,195.7996,761.0000,-0.0000,10.1674
-75.4099,-15.5098,196.4162,762.0000,-0.0000,10.1674
-66.5867,-15.2008,196.9229,763.0000,-0.0000,10.1674
-57.8108,-14.8935,195.9827,764.0000,-0.0000,10.1674
-48.0348,-14.5512,194.8246,765.0000,-0.0000,10.1674
-37.9985,-14.1997,195.0567,766.0000,-0.0000,10.1674
-28.8944,-13.8809,195.7273,767.0000,-0.0000,10.1674
-20.1732,-13.5755,195.1968,768.0000,-0.0000,10.1674
-10.6804,-13.2431,193.9991,769.0000,-0.0000,10.1674
-0.6222,-12.8909,193.8440,770.0000,-0.0000,10.1674
8.7584,-12.5624,194.5198,771.0000,-0.0000,10.1674
17.5245,-12.2554,194.3691,772.0000,-0.0000,10.1674
26.7715,-11.9316,193.2772,773.0000,-0.0000,10.1674
36.7426,-11.5824,192.7867,774.0000,-0.0000,10.1674
46.3552,-11.2458,193.3257,775.0000,-0.0000,10.1674
55.2434,-10.9346,193.4686,776.0000,-0.0000,10.1674
64.3101,-10.6171,192.5760,777.0000,-0.0000,10.1674
74.1206,-10.2735,191.8353,778.0000,-0.0000,10.1674
83.8935,-9.9313,192.1318,779.0000,-0.0000,10.1674
92.9549,-9.6140,192.4511,780.0000,-0.0000,10.1674
101.9206,-9.3000,191.8038,781.0000,-0.0000,10.1674
111.5382,-8.9633,190.9217,782.0000,-0.0000,10.1674
121.3876,-8.6184,190.9285,783.0000,-0.0000,10.1674
130.6426,-8.2943,191.3067,784.0000,-0.0000,10.1674
139.5862,-7.9811,190.9146,785.0000,0.0000,10.1674
148.2498,-4.6965,189.9575,786.0000,-32.6988,11.9417
153.5488,3.4214,189.8352,787.0000,-27.4872,11.9439
154.2860,12.3454,190.6712,788.0000,-19.6193,11.9479
152.3530,20.2231,190.6968,789.0000,-13.3622,11.9477
148.6218,27.9059,189.6079,790.0000,-9.0349,11.9474
143.3542,35.5676,189.2132,791.0000,-5.7700,11.9471
137.7079,42.2784,189.8482,792.0000,-3.5810,11.9469
132.1461,48.1546,189.7620,793.0000,-2.4290,11.9469
125.9970,54.1457,188.7564,794.0000,-1.8337,11.9469
119.1605,60.3759,188.5101,795.0000,-1.4448,11.9469
112.5596,66.0698,189.1573,796.0000,-1.2117,11.9469
106.2635,71.2620,189.1027,797.0000,-1.0867,11.9469
99.4550,76.6497,188.3432,798.0000,-1.0148,11.9470
92.0936,82.2378,188.4430,799.0000,-0.9535,11.9471
85.0450,87.3802,189.3915,800.0000,-0.9038,11.9472
78.2477,92.1640,189.8053,801.0000,-0.8541,11.9473
70.9072,97.1544,189.9290,802.0000,-0.7969,11.9474
63.1244,102.2700,191.2302,803.0000,-0.7076,11.9475
55.7678,106.9681,193.4420,804.0000,-0.5661,11.9476
48.7218,111.3809,195.1327,805.0000,-0.3341,11.9477
41.2853,116.0164,196.4233,806.0000,0.1126,11.9479
33.6737,120.9386,198.4206,807.0000,1.5359,11.9481
27.9232,127.4047,200.3770,808.0000,27.0698,11.9474
27.2435,136.3415,201.0216,809.0000,40.4817,11.9315
34.2419,143.7558,201.8046,810.0000,38.5052,11.9346
44.4151,143.5894,204.6161,811.0000,36.0159,11.9382
50.8531,137.6816,207.7645,812.0000,32.6533,11.9434
52.8368,129.6736,209.1043,813.0000,29.4796,11.9465
49.9619,120.8143,209.6892,814.0000,26.9720,11.9485
42.3712,114.4868,211.9639,815.0000,25.2888,11.9503
33.7321,113.1253,215.0473,816.0000,26.2772,11.9441
26.1218,116.1986,216.4617,817.0000,31.4251,11.9440
21.3866,124.2152,216.6805,818.0000,34.9638,11.9433
23.8413,134.3064,218.3624,819.0000,35.5847,11.9449
31.8793,139.4171,221.7309,820.0000,34.0758,11.9426
40.1717,138.5949,224.1472,821.0000,32.9005,11.9421
46.7957,132.9360,224.7697,822.0000,31.7129,11.9441
48.8900,123.2078,225.8748,823.0000,30.5794,11.9460
44.6734,114.4801,228.8403,824.0000,30.2089,11.9477
37.2371,110.3931,231.5452,825.0000,30.8440,11.9490
28.7394,111.1236,232.4728,826.0000,31.8434,11.9426
21.6092,117.7547,233.2138,827.0000,32.9721,11.9440
21.6815,127.9244,234.8380,828.0000,45.0000,11.6694
29.5562,134.4748,237.0290,829.0000,38.1147,11.1501
39.1983,135.6649,239.9189,830.0000,18.1938,10.3582
47.9517,134.4730,242.3003,831.0000,9.6802,10.2198
56.6153,132.1357,243.4273,832.0000,5.1157,10.1819
65.8657,128.9248,244.5723,833.0000,2.6529,10.1713
74.9295,125.3962,246.7077,834.0000,1.2475,10.1682
83.1191,122.0442,248.6029,835.0000,0.6202,10.1676
91.1281,118.6899,249.0120,836.0000,0.3288,10.1674
99.8452,114.9934,248.7275,837.0000,0.1772,10.1674
108.9236,111.1171,249.2233,838.0000,0.0876,10.1674
117.4081,107.4821,250.1174,839.0000,0.0420,10.1674
125.4995,104.0102,250.0584,840.0000,0.0215,10.1674
134.0749,100.3276,249.2110,841.0000,0.0116,10.1674
143.1763,96.4174,248.9713,842.0000,0.0059,10.1674
151.9043,92.6667,249.5044,843.0000,0.0028,10.1674
160.0989,89.1449,249.5270,844.0000,0.0014,10.1674
168.5306,85.5210,248.6746,845.0000,0.0008,10.1674
177.5425,81.6476,248.0886,846.0000,0.0004,10.1674
186.4294,77.8279,248.3771,847.0000,0.0002,10.1674
194.7531,74.2502,248.5411,848.0000,0.0001,10.1674
203.0858,70.6686,247.8497,849.0000,0.0001,10.1674
211.9601,66.8543,247.0841,850.0000,0.0000,10.1674
220.9350,62.9967,247.1269,851.0000,0.0000,10.1674
229.4071,59.3552,247.3729,852.0000,0.0000,10.1674
237.6992,55.7911,246.8939,853.0000,0.0000,10.1674
246.4247,52.0407,246.0678,854.0000,0.0000,10.1674
255.4202,48.1742,245.8708,855.0000,0.0000,10.1674
264.0396,44.4695,246.1166,856.0000,0.0000,10.1674
272.3464,40.8990,245.8473,857.0000,0.0000,10.1674
280.9378,37.2062,245.0554,858.0000,0.0000,10.1674
289.8966,33.3556,244.6512,859.0000,0.0000,10.1674
298.6419,29.5966,244.8220,860.0000,0.0000,10.1674
307.0082,26.0006,244.7261,861.0000,0.0000,10.1674
315.4972,22.3519,244.0370,862.0000,0.0000,10.1674
324.3785,18.5345,243.4808,863.0000,0.0000,10.1674
333.2135,14.7370,243.5229,864.0000,0.0000,10.1674
341.6687,11.1028,243.5438,865.0000,0.0000,10.1674
350.0957,7.4807,242.9978,866.0000,0.0000,10.1674
358.8784,3.7057,242.3561,867.0000,0.0000,10.1674
367.7595,-0.1115,242.2433,868.0000,0.0000,10.1674
377.0254,0.0338,241.5394,869.0000,-45.0000,11.6694
383.0571,8.0345,239.9589,870.0000,-45.0000,11.6694
381.9172,18.8547,240.0944,871.0000,-25.2685,10.5511
377.4891,27.0698,241.8831,872.0000,-12.1559,10.2506
372.6017,33.3588,241.9021,873.0000,-6.4642,10.1906
366.5827,39.8958,239.7657,874.0000,-3.6650,10.1748
359.0127,47.3036,238.7878,875.0000,-1.7860,10.1691
351.7851,54.0211,240.1792,876.0000,-0.7358,10.1677
345.6822,59.5753,240.8101,877.0000,-0.3892,10.1675
339.3435,65.2869,239.1549,878.0000,-0.2145,10.1674
331.7433,72.0940,237.6561,879.0000,-0.1128,10.1674
324.1070,78.9114,238.4975,880.0000,-0.0463,10.1674
317.6493,84.6687,239.5170,881.0000,-0.0239,10.1674
