x,y,z,t,mu,alpha
-196.3814,-18.9334,365.3675,172.0000,-0.0001,10.1674
-187.5589,-18.6372,366.5640,173.0000,-0.0001,10.1674
-179.2981,-18.3598,365.7657,174.0000,-0.0000,10.1674
-169.7618,-18.0396,363.9132,175.0000,-0.0000,10.1674
-159.3048,-17.6885,363.8178,176.0000,-0.0000,10.1674
-150.0195,-17.3767,365.0316,177.0000,-0.0000,10.1674
-141.6911,-17.0971,364.8373,178.0000,-0.0000,10.1674
-132.5583,-16.7905,363.1294,179.0000,-0.0000,10.1674
-122.2276,-16.4436,362.4525,180.0000,-0.0000,10.1674
-112.5395,-16.1183,363.4568,181.0000,-0.0000,10.1674
-104.0172,-15.8321,363.7528,182.0000,-0.0000,10.1674
-95.1759,-15.5353,362.3706,183.0000,-0.0000,10.1674
-85.1021,-15.1970,361.2801,184.0000,-0.0000,10.1674
-75.1256,-14.8620,361.9175,185.0000,-0.0000,10.1674
-66.3239,-14.5665,362.5437,186.0000,-0.0000,10.1674
-57.6454,-14.2751,361.5905,187.0000,-0.0000,10.1674
-47.8872,-13.9475,360.2914,188.0000,-0.0000,10.1674
-37.7647,-13.6076,360.4934,189.0000,-0.0000,10.1674
-28.6450,-13.3014,361.2760,190.0000,-0.0000,10.1674
-20.0032,-13.0112,360.7859,191.0000,-0.0000,10.1674
-10.5539,-12.6939,359.4874,192.0000,-0.0000,10.1674
-0.4249,-12.3538,359.2828,193.0000,-0.0000,10.1674
9.0044,-12.0372,360.0740,194.0000,-0.0000,10.1674
17.7219,-11.7445,360.0391,195.0000,-0.0000,10.1674
26.9206,-11.4356,358.9466,196.0000,-0.0000,10.1674
36.9497,-11.0989,358.4748,197.0000,-0.0000,10.1674
46.6437,-10.7734,359.2176,198.0000,-0.0000,10.1674
55.5325,-10.4749,359.6559,199.0000,-0.0000,10.1674
64.5807,-10.1711,359.0222,200.0000,-0.0000,10.1674
74.4624,-9.8393,358.5963,201.0000,-0.0000,10.1674
84.3589,-9.5070,359.4491,202.0000,-0.0000,10.1674
93.4853,-9.2006,360.5346,203.0000,-0.0000,10.1674
102.4829,-8.8985,360.7357,204.0000,-0.0000,10.1674
112.1809,-8.5728,360.8141,205.0000,-0.0000,10.1674
122.1329,-8.2387,362.0027,206.0000,-0.0000,10.1674
131.4117,-7.9271,363.7117,207.0000,0.0000,10.1674
140.3106,-7.6283,364.6194,208.0000,0.0000,10.1674
149.7025,-7.3130,364.9187,209.0000,0.0000,10.1674
159.5340,-6.9829,365.8109,210.0000,0.0000,10.1674
168.9144,-6.6679,367.2483,211.0000,0.0000,10.1674
177.7858,-6.3700,368.0078,212.0000,0.0000,10.1674
186.9466,-6.0624,367.8556,213.0000,0.0000,10.1674
196.6763,-5.7357,367.8824,214.0000,0.0000,10.1674
206.2419,-5.4146,368.5709,215.0000,0.0000,10.1674
215.2648,-5.1116,368.9850,216.0000,0.0000,10.1674
224.3482,-4.8066,368.5443,217.0000,0.0000,10.1674
233.9827,-4.4831,368.0370,218.0000,0.0000,10.1674
243.6827,-4.1574,368.2332,219.0000,-0.0000,10.1674
252.8781,-3.8487,368.5298,220.0000,0.0000,10.1674
261.9302,-3.5447,368.1201,221.0000,0.0000,10.1674
271.4332,-3.2256,367.4178,222.0000,0.0000,10.1674
281.1769,-2.8985,367.3016,223.0000,0.0000,10.1674
290.5282,-2.5845,367.5408,224.0000,0.0000,10.1674
299.5921,-2.2801,367.2695,225.0000,0.0000,10.1674
308.9641,-1.9655,366.5415,226.0000,0.0000,10.1674
318.6844,-1.6391,366.1979,227.0000,0.0000,10.1674
328.1671,-1.3207,366.3537,228.0000,0.0000,10.1674
337.2849,-1.0145,366.2254,229.0000,-0.0000,10.1674
346.5514,-0.7034,365.5640,230.0000,0.0000,10.1674
356.2029,-0.3793,365.0597,231.0000,0.0000,10.1674
364.6998,3.9125,364.2723,232.0000,-45.0000,11.6694
367.0778,13.8463,363.2199,233.0000,-40.3059,11.2962
363.4419,23.6494,363.8483,234.0000,-16.1091,10.3156
358.4525,31.0064,365.1121,235.0000,-8.2739,10.2055
353.1164,37.3036,364.4083,236.0000,-4.2139,10.1772
346.5881,44.1795,362.5512,237.0000,-2.3235,10.1704
339.1339,51.5315,362.3786,238.0000,-1.0548,10.1680
332.3778,57.9934,363.6048,239.0000,-0.4924,10.1675
326.3144,63.7165,363.4970,240.0000,-0.2501,10.1674
319.6876,69.9303,361.8142,241.0000,-0.1378,10.1674
312.1467,76.9737,361.0698,242.0000,-0.0685,10.1674
305.0192,83.6180,362.0549,243.0000,-0.0294,10.1674
298.7638,89.4446,362.4209,244.0000,-0.0150,10.1674
292.3191,95.4452,361.0835,245.0000,-0.0081,10.1674
284.9671,102.2890,359.9412,246.0000,-0.0042,10.1674
277.6343,109.1141,360.5313,247.0000,-0.0018,10.1674
271.1637,115.1364,361.1984,248.0000,-0.0009,10.1674
264.8262,121.0347,360.2929,249.0000,-0.0005,10.1674
257.7114,127.6563,358.9536,250.0000,-0.0003,10.1674
250.2859,134.5669,359.0806,251.0000,-0.0001,10.1674
243.5792,140.8087,359.8600,252.0000,-0.0001,10.1674
237.2586,146.6911,359.3967,253.0000,-0.0000,10.1674
230.3728,153.0995,358.0512,254.0000,-0.0000,10.1674
222.9589,159.9993,357.7314,255.0000,-0.0000,10.1674
216.0292,166.4486,358.4468,256.0000,-0.0000,10.1674
209.6479,172.3875,358.3737,257.0000,-0.0000,10.1674
202.9492,178.6217,357.1763,258.0000,-0.0000,10.1674
195.6294,185.4340,356.4930,259.0000,-0.0000,10.1674
188.5209,192.0497,357.0055,260.0000,-0.0000,10.1674
182.0208,198.0991,357.2251,261.0000,-0.0000,10.1674
175.4493,204.2150,356.2795,262.0000,-0.0000,10.1674
168.2743,210.8926,355.3567,263.0000,-0.0000,10.1674
161.0519,217.6142,355.5802,264.0000,-0.0000,10.1674
154.3993,223.8056,355.9700,265.0000,-0.0000,10.1674
147.8890,229.8645,355.3249,266.0000,-0.0000,10.1674
140.8763,236.3910,354.2992,267.0000,-0.0000,10.1674
133.6122,243.1515,354.2062,268.0000,-0.0000,10.1674
126.7989,249.4923,354.6387,269.0000,-0.0000,10.1674
120.2878,255.5520,354.2917,270.0000,-0.0000,10.1674
113.4264,261.9377,353.2890,271.0000,-0.0000,10.1674
106.1866,268.6756,352.9046,272.0000,-0.0000,10.1674
99.2287,275.1511,353.2663,273.0000,-0.0000,10.1674
92.6653,281.2594,353.1736,274.0000,-0.0000,10.1674
85.9241,287.5332,352.2924,275.0000,-0.0000,10.1674
78.7584,294.2022,351.6813,276.0000,-0.0000,10.1674
71.6908,300.7797,351.8873,277.0000,-0.0000,10.1674
65.0388,306.9705,351.9766,278.0000,-0.0000,10.1674
58.3756,313.1717,351.2794,279.0000,-0.0000,10.1674
51.3127,319.7450,350.5286,280.0000,-0.0000,10.1674
44.1813,326.3819,350.5313,281.0000,-0.0000,10.1674
37.4221,332.6725,350.7160,282.0000,-0.0000,10.1674
30.7916,338.8432,350.2280,283.0000,-0.0000,10.1674
23.8389,345.3139,349.4290,284.0000,0.0000,10.1674
16.6916,351.9657,349.2190,285.0000,-0.0000,10.1674
9.8245,358.3567,349.4131,286.0000,-0.0000,10.1674
3.1850,364.5358,349.1252,287.0000,0.0000,10.1674
-5.5373,367.5930,347.6203,288.0000,-43.7321,11.5596
-15.7324,364.4852,346.7269,289.0000,-19.2104,10.3812
-24.0538,359.0677,348.1606,290.0000,-8.0314,10.2033
-30.3955,353.8066,348.8758,291.0000,-4.2749,10.1775
-36.6091,348.0547,347.2177,292.0000,-2.3509,10.1704
-43.8533,340.8927,345.6238,293.0000,-1.2420,10.1682
-51.0449,333.5279,346.4422,294.0000,-0.5067,10.1675
-57.0489,327.2872,347.5321,295.0000,-0.2618,10.1674
-62.7869,321.2828,346.4929,296.0000,-0.1376,10.1674
-69.4888,314.2434,344.6800,297.0000,-0.0753,10.1674
-76.6811,306.6728,344.8349,298.0000,-0.0330,10.1674
-82.9585,300.0589,346.0402,299.0000,-0.0162,10.1674
-88.6794,294.0287,345.6172,300.0000,-0.0082,10.1674
-95.0730,287.2879,343.8533,301.0000,-0.0045,10.1674
-102.2204,279.7514,343.3904,302.0000,-0.0022,10.1674
-108.7875,272.8264,344.4690,303.0000,-0.0010,10.1674
-114.6070,266.6897,344.5748,304.0000,-0.0005,10.1674
-120.7703,260.1902,343.0649,305.0000,-0.0003,10.1674
-127.7730,252.8055,342.1208,306.0000,-0.0001,10.1674
-134.5679,245.6400,342.8859,307.0000,-0.0001,10.1674
-140.5563,239.3249,343.3751,308.0000,-0.0000,10.1674
-146.5739,232.9790,342.2471,309.0000,-0.0000,10.1674
-153.3731,225.8088,341.0076,310.0000,-0.0000,10.1674
-160.3046,218.4992,341.3503,311.0000,-0.0000,10.1674
-166.5004,211.9653,342.0466,312.0000,-0.0000,10.1674
-172.4589,205.6818,341.3505,313.0000,-0.0000,10.1674
-179.0413,198.7402,340.0106,314.0000,-0.0000,10.1674
-186.0111,191.3902,339.9059,315.0000,-0.0000,10.1674
-192.4198,184.6319,340.6304,316.0000,-0.0000,10.1674
-198.3973,178.3283,340.3476,317.0000,-0.0000,10.1674
-204.7864,171.5907,339.0786,318.0000,-0.0000,10.1674
-211.7076,164.2918,338.5758,319.0000,-0.0000,10.1674
-218.3030,157.3366,339.1732,320.0000,-0.0000,10.1674
-224.3626,150.9464,339.2309,321.0000,-0.0000,10.1674
-230.6054,144.3631,338.1607,322.0000,-0.0000,10.1674
-237.4161,137.1808,337.3617,323.0000,-0.0000,10.1674
-244.1479,130.0817,337.7200,324.0000,-0.0000,10.1674
-250.3324,123.5598,338.0102,325.0000,-0.0000,10.1674
-256.4870,117.0694,337.2139,326.0000,-0.0000,10.1674
-263.1553,110.0373,336.2468,327.0000,-0.0000,10.1674
-269.9599,102.8615,336.3087,328.0000,-0.0000,10.1674
-276.2894,96.1867,336.7077,329.0000,-0.0000,10.1674
-282.4150,89.7269,336.2084,330.0000,-0.0000,10.1674
-288.9376,82.8485,335.2020,331.0000,-0.0000,10.1674
-295.7509,75.6634,334.9652,332.0000,-0.0000,10.1674
-302.2220,68.8394,335.3533,333.0000,-0.0000,10.1674
-308.3713,62.3545,335.1283,334.0000,-0.0000,10.1674
-314.7676,55.6093,334.1931,335.0000,-0.0000,10.1674
-321.5357,48.4719,333.7009,336.0000,-0.0000,10.1674
-328.1251,41.5231,333.9794,337.0000,-0.0000,10.1674
-334.3391,34.9700,333.9715,338.0000,-0.0000,10.1674
-340.6429,28.3223,333.1869,339.0000,-0.0000,10.1674
-347.3291,21.2713,332.5136,340.0000,-0.0000,10.1674
-353.9995,14.2370,332.6162,341.0000,-0.0000,10.1674
-360.3039,7.5887,332.7469,342.0000,0.0000,10.1674
-366.5557,0.9958,332.1564,343.0000,0.0000,10.1674
-369.5388,-7.9477,330.5709,344.0000,-45.0000,11.6694
-363.8755,-17.0005,329.3466,345.0000,-39.0502,11.2106
-354.2728,-21.3231,330.7144,346.0000,-15.2153,10.2991
-346.0886,-22.8945,332.2419,347.0000,-8.2470,10.2053
-338.1975,-23.5806,330.9272,348.0000,-4.3542,10.1779
-328.3938,-23.8475,328.6201,349.0000,-2.4218,10.1706
-317.6370,-23.7715,328.9785,350.0000,-0.9747,10.1679
-308.6976,-23.5767,330.6735,351.0000,-0.4825,10.1675
-300.7776,-23.3544,330.1732,352.0000,-0.2479,10.1674
-291.5523,-23.0652,327.9182,353.0000,-0.1402,10.1674
-280.8564,-22.7087,327.4347,354.0000,-0.0631,10.1674
-271.3382,-22.3827,328.9845,355.0000,-0.0279,10.1674
-263.2327,-22.1019,329.1928,356.0000,-0.0146,10.1674
-254.4515,-21.7960,327.2712,357.0000,-0.0081,10.1674
-244.0312,-21.4319,326.1287,358.0000,-0.0041,10.1674
-234.0502,-21.0826,327.2732,359.0000,-0.0016,10.1674
-225.6241,-20.7875,328.0022,360.0000,-0.0008,10.1674
-217.1211,-20.4896,326.5866,361.0000,-0.0005,10.1674
-207.0975,-20.1383,325.0391,362.0000,-0.0002,10.1674
-196.8319,-19.7786,325.6220,363.0000,-0.0001,10.1674
-188.0065,-19.4693,326.6404,364.0000,-0.0001,10.1674
-179.6156,-19.1752,325.7993,365.0000,-0.0000,10.1674
-170.0147,-18.8387,324.1127,366.0000,-0.0000,10.1674
-159.6616,-18.4758,324.0944,367.0000,-0.0000,10.1674
-150.4206,-18.1520,325.1641,368.0000,-0.0000,10.1674
-141.9931,-17.8566,324.8754,369.0000,-0.0000,10.1674
-132.7671,-17.5333,323.2830,370.0000,-0.0000,10.1674
-122.5020,-17.1735,322.7282,371.0000,-0.0000,10.1674
-112.8909,-16.8366,323.6397,372.0000,-0.0000,10.1674
-104.3067,-16.5358,323.8110,373.0000,-0.0000,10.1674
-95.3621,-16.2223,322.4866,374.0000,-0.0000,10.1674
-85.3103,-15.8700,321.5352,375.0000,-0.0000,10.1674
-75.4247,-15.5235,322.1377,376.0000,-0.0000,10.1674
-66.6004,-15.2143,322.6310,377.0000,-0.0000,10.1674
-57.8234,-14.9066,321.6798,378.0000,-0.0000,10.1674
-48.0478,-14.5640,320.5111,379.0000,-0.0000,10.1674
-38.0117,-14.2123,320.7315,380.0000,-0.0000,10.1674
-28.9057,-13.8931,321.3920,381.0000,-0.0000,10.1674
-20.1815,-13.5874,320.8565,382.0000,-0.0000,10.1674
-10.6858,-13.2546,319.6595,383.0000,-0.0000,10.1674
-0.6242,-12.9019,319.5117,384.0000,-0.0000,10.1674
8.7624,-12.5730,320.2047,385.0000,-0.0000,10.1674
17.5386,-12.2654,320.0870,386.0000,-0.0000,10.1674
26.7997,-11.9408,319.0524,387.0000,-0.0000,10.1674
36.7875,-11.5907,318.6528,388.0000,-0.0000,10.1674
46.4207,-11.2531,319.3224,389.0000,-0.0000,10.1674
55.3403,-10.9405,319.6471,390.0000,-0.0000,10.1674
64.4539,-10.6211,319.0143,391.0000,-0.0000,10.1674
74.3206,-10.2753,318.6449,392.0000,-0.0000,10.1674
84.1509,-9.9308,319.4372,393.0000,-0.0000,10.1674
93.2833,-9.6107,320.3823,394.0000,-0.0000,10.1674
102.3440,-9.2931,320.5268,395.0000,-0.0000,10.1674
112.0548,-8.9528,320.6380,396.0000,-0.0000,10.1674
121.9512,-8.6059,321.7931,397.0000,-0.0000,10.1674
131.2182,-8.2812,323.3767,398.0000,0.0000,10.1674
140.1711,-7.9674,324.2090,399.0000,0.0000,10.1674
149.5929,-7.6372,324.5326,400.0000,0.0000,10.1674
159.3791,-7.2942,325.4216,401.0000,0.0000,10.1674
168.7274,-6.9665,326.7515,402.0000,0.0000,10.1674
177.6368,-6.6543,327.4101,403.0000,-0.0000,10.1674
186.8424,-6.3316,327.2555,404.0000,-0.0000,10.1674
196.5503,-5.9914,327.3016,405.0000,0.0000,10.1674
206.0765,-5.6575,327.9242,406.0000,0.0000,10.1674
215.1202,-5.3406,328.2474,407.0000,0.0000,10.1674
224.2523,-5.0205,327.7994,408.0000,0.0000,10.1674
233.8845,-4.6829,327.3378,409.0000,0.0000,10.1674
243.5423,-4.3444,327.5160,410.0000,0.0000,10.1674
252.7384,-4.0221,327.7403,411.0000,0.0000,10.1674
261.8338,-3.7034,327.3127,412.0000,0.0000,10.1674
271.3501,-3.3698,326.6605,413.0000,0.0000,10.1674
281.0567,-3.0296,326.5585,414.0000,0.0000,10.1674
290.3927,-2.7024,326.7432,415.0000,0.0000,10.1674
299.4902,-2.3836,326.4410,416.0000,0.0000,10.1674
308.8866,-2.0543,325.7532,417.0000,0.0000,10.1674
318.5806,-1.7145,325.4436,418.0000,0.0000,10.1674
328.0375,-1.3831,325.5641,419.0000,0.0000,10.1674
337.1765,-1.0628,325.3957,420.0000,0.0000,10.1674
346.4734,-0.7369,324.7585,421.0000,0.0000,10.1674
356.1116,-0.3991,324.2977,422.0000,0.0000,10.1674
364.5815,3.8796,323.5003,423.0000,-45.0000,11.6694
366.9561,13.8101,322.3998,424.0000,-40.4118,11.3037
363.2958,23.6391,323.0236,425.0000,-16.0204,10.3139
358.3004,30.9925,324.3355,426.0000,-8.2403,10.2052
352.9848,37.2619,323.6468,427.0000,-4.1899,10.1771
346.4709,44.1243,321.7478,428.0000,-2.3178,10.1704
338.9994,51.4960,321.5525,429.0000,-1.0512,10.1680
332.2351,57.9684,322.8166,430.0000,-0.4889,10.1675
326.1917,63.6753,322.7367,431.0000,-0.2494,10.1674
319.5859,69.8726,321.0259,432.0000,-0.1377,10.1674
312.0356,76.9284,320.2475,433.0000,-0.0686,10.1674
304.8940,83.5892,321.2556,434.0000,-0.0292,10.1674
298.6514,89.4069,321.6564,435.0000,-0.0149,10.1674
292.2291,95.3897,320.3064,436.0000,-0.0081,10.1674
284.8762,102.2378,319.1265,437.0000,-0.0042,10.1674
277.5273,109.0814,319.7234,438.0000,-0.0018,10.1674
271.0618,115.1021,320.4265,439.0000,-0.0009,10.1674
264.7451,120.9840,319.5228,440.0000,-0.0005,10.1674
257.6370,127.6027,318.1490,441.0000,-0.0003,10.1674
