x,y,z,t,mu,alpha
-251.0726,123.3359,374.2110,141.0000,-0.0000,10.1674
-257.5842,116.4380,373.4065,142.0000,-0.0000,10.1674
-264.2803,109.3445,373.1629,143.0000,-0.0000,10.1674
-270.7274,102.5149,373.3261,144.0000,-0.0000,10.1674
-276.9609,95.9115,373.0338,145.0000,-0.0000,10.1674
-283.3824,89.1090,372.2669,146.0000,-0.0000,10.1674
-290.0523,82.0432,371.8419,147.0000,-0.0000,10.1674
-296.5830,75.1250,371.9378,148.0000,-0.0000,10.1674
-302.8573,68.4784,371.8025,149.0000,-0.0000,10.1674
-309.2104,61.7483,371.1319,150.0000,-0.0000,10.1674
-315.8274,54.7387,370.5735,151.0000,-0.0000,10.1674
-322.4172,47.7579,370.5534,152.0000,-0.0000,10.1674
-328.7518,41.0474,370.5222,153.0000,-0.0000,10.1674
-335.0640,34.3607,369.9822,154.0000,-0.0000,10.1674
-341.6143,27.4217,369.3496,155.0000,-0.0000,10.1674
-348.2338,20.4094,369.1900,156.0000,0.0000,10.1674
-354.6367,13.6266,369.2041,157.0000,0.0000,10.1674
-360.9363,6.9532,368.8042,158.0000,0.0000,10.1674
-367.4188,0.0861,368.1569,159.0000,0.0000,10.1674
-370.4126,-8.9779,367.0275,160.0000,-45.0000,11.6694
-364.9168,-17.8301,365.9662,161.0000,-39.7279,11.2561
-355.4100,-22.1426,366.8920,162.0000,-15.8557,10.3108
-346.9057,-23.7614,368.1686,163.0000,-8.2790,10.2056
-338.7591,-24.4360,367.1574,164.0000,-4.2747,10.1775
-329.1065,-24.6760,365.1577,165.0000,-2.3444,10.1704
-318.5558,-24.5895,365.2234,166.0000,-1.0074,10.1679
-309.3996,-24.3785,366.5639,167.0000,-0.4829,10.1675
-301.1958,-24.1372,366.2184,168.0000,-0.2434,10.1674
-292.0059,-23.8375,364.3164,169.0000,-0.1344,10.1674
-281.5553,-23.4768,363.7148,170.0000,-0.0635,10.1674
-271.9423,-23.1363,364.8772,171.0000,-0.0276,10.1674
-263.5575,-22.8361,365.0929,172.0000,-0.0141,10.1674
-254.7135,-22.5178,363.5038,173.0000,-0.0076,10.1674
-244.5182,-22.1499,362.4006,174.0000,-0.0039,10.1674
-234.5579,-21.7898,363.1897,175.0000,-0.0016,10.1674
-225.8879,-21.4762,363.7986,176.0000,-0.0008,10.1674
-217.2512,-21.1637,362.6482,177.0000,-0.0004,10.1674
-207.3931,-20.8070,361.2559,178.0000,-0.0002,10.1674
-197.2373,-20.4395,361.5656,179.0000,-0.0001,10.1674
-188.2285,-20.1134,362.3703,180.0000,-0.0000,10.1674
-179.6619,-19.8034,361.6994,181.0000,-0.0000,10.1674
-170.1499,-19.4591,360.2326,182.0000,-0.0000,10.1674
-159.9573,-19.0902,360.0501,183.0000,-0.0000,10.1674
-150.6092,-18.7519,360.8553,184.0000,-0.0000,10.1674
-141.9916,-18.4400,360.6315,185.0000,-0.0000,10.1674
-132.7788,-18.1066,359.2731,186.0000,-0.0000,10.1674
-122.6848,-17.7412,358.6653,187.0000,-0.0000,10.1674
-113.0465,-17.3924,359.3052,188.0000,-0.0000,10.1674
-104.2823,-17.0752,359.4400,189.0000,-0.0000,10.1674
-95.2880,-16.7497,358.3216,190.0000,-0.0000,10.1674
-85.3850,-16.3912,357.4092,191.0000,-0.0000,10.1674
-75.5428,-16.0350,357.7687,192.0000,-0.0000,10.1674
-66.5695,-15.7102,358.1374,193.0000,-0.0000,10.1674
-57.6987,-15.3892,357.3307,194.0000,-0.0000,10.1674
-48.0295,-15.0392,356.2576,195.0000,-0.0000,10.1674
-38.0874,-14.6794,356.2832,196.0000,-0.0000,10.1674
-28.8794,-14.3461,356.7484,197.0000,-0.0000,10.1674
-20.0384,-14.0261,356.2689,198.0000,-0.0000,10.1674
-10.6003,-13.6846,355.1761,199.0000,-0.0000,10.1674
-0.6607,-13.3248,354.8750,200.0000,-0.0000,10.1674
8.7712,-12.9834,355.3068,201.0000,-0.0000,10.1674
17.6639,-12.6616,355.1218,202.0000,-0.0000,10.1674
26.9074,-12.3270,354.1262,203.0000,-0.0000,10.1674
36.7615,-11.9704,353.5540,204.0000,-0.0000,10.1674
46.3753,-11.6224,353.8484,205.0000,-0.0000,10.1674
55.3812,-11.2965,353.8892,206.0000,-0.0000,10.1674
64.4877,-10.9669,353.0719,207.0000,-0.0000,10.1674
74.2026,-10.6153,352.3152,208.0000,-0.0000,10.1674
83.9354,-10.2630,352.4056,209.0000,-0.0000,10.1674
93.0912,-9.9317,352.5830,210.0000,-0.0000,10.1674
102.1265,-9.6046,351.9847,211.0000,-0.0000,10.1674
111.6807,-9.2589,351.1418,212.0000,-0.0000,10.1674
121.4618,-8.9048,351.0032,213.0000,-0.0000,10.1674
130.7779,-8.5677,351.2231,214.0000,-0.0000,10.1674
139.8058,-8.2409,350.8463,215.0000,0.0000,10.1674
149.2060,-7.9007,350.0099,216.0000,0.0000,10.1674
158.9697,-7.5473,349.6562,217.0000,0.0000,10.1674
168.4322,-7.2048,349.8336,218.0000,0.0000,10.1674
177.5063,-6.8764,349.6491,219.0000,0.0000,10.1674
186.7810,-6.5407,348.8938,220.0000,0.0000,10.1674
196.4760,-6.1899,348.3687,221.0000,0.0000,10.1674
206.0516,-5.8433,348.4388,222.0000,0.0000,10.1674
215.2108,-5.5118,348.3951,223.0000,0.0000,10.1674
224.4009,-5.1792,347.7703,224.0000,0.0000,10.1674
233.9961,-4.8319,347.1352,225.0000,0.0000,10.1674
243.6401,-4.4829,347.0599,226.0000,0.0000,10.1674
252.9051,-4.1475,347.0940,227.0000,0.0000,10.1674
262.0561,-3.8163,346.6216,228.0000,0.0000,10.1674
271.5414,-3.4730,345.9430,229.0000,0.0000,10.1674
281.2063,-3.1232,345.7123,230.0000,0.0000,10.1674
290.5796,-2.7840,345.7606,231.0000,0.0000,10.1674
299.7342,-2.4526,345.4369,232.0000,0.0000,10.1674
309.1178,-2.1130,344.7757,233.0000,0.0000,10.1674
318.7613,-1.7640,344.4045,234.0000,-0.0000,10.1674
328.2295,-1.4213,344.4118,235.0000,-0.0000,10.1674
337.4229,-1.0886,344.2126,236.0000,-0.0000,10.1674
346.7261,-0.7519,343.6161,237.0000,-0.0000,10.1674
356.3168,-0.4048,343.1376,238.0000,-0.0000,10.1674
364.7694,3.8729,342.2487,239.0000,-45.0000,11.6694
367.1412,13.8411,341.0940,240.0000,-40.2968,11.2956
363.4669,23.6839,341.7507,241.0000,-15.9224,10.3121
358.4948,31.0013,343.0744,242.0000,-8.2405,10.2052
353.2033,37.2447,342.3174,243.0000,-4.2028,10.1772
346.6751,44.1214,340.3456,244.0000,-2.3307,10.1704
339.1792,51.5136,340.1599,245.0000,-1.0474,10.1680
332.4331,57.9654,341.4474,246.0000,-0.4900,10.1675
326.4173,63.6434,341.3187,247.0000,-0.2505,10.1674
319.8067,69.8419,339.5280,248.0000,-0.1388,10.1674
312.2284,76.9198,338.7330,249.0000,-0.0687,10.1674
305.0922,83.5718,339.7663,250.0000,-0.0294,10.1674
298.8764,89.3611,340.1380,251.0000,-0.0151,10.1674
292.4590,95.3358,338.7107,252.0000,-0.0082,10.1674
285.0810,102.2034,337.4921,253.0000,-0.0043,10.1674
277.7255,109.0490,338.1081,254.0000,-0.0018,10.1674
271.2827,115.0450,338.8001,255.0000,-0.0009,10.1674
264.9782,120.9121,337.8296,256.0000,-0.0005,10.1674
257.8512,127.5445,336.4023,257.0000,-0.0003,10.1674
250.3959,134.4825,336.5297,258.0000,-0.0001,10.1674
243.7031,140.7108,337.3441,259.0000,-0.0001,10.1674
237.4164,146.5612,336.8431,260.0000,-0.0000,10.1674
230.5317,152.9681,335.4110,261.0000,-0.0000,10.1674
223.0875,159.8956,335.0673,262.0000,-0.0000,10.1674
216.1582,166.3440,335.8184,263.0000,-0.0000,10.1674
209.8074,172.2540,335.7330,264.0000,-0.0000,10.1674
203.1206,178.4767,334.4601,265.0000,-0.0000,10.1674
195.7757,185.3119,333.7337,266.0000,-0.0000,10.1674
188.6562,191.9372,334.2738,267.0000,-0.0000,10.1674
182.1803,197.9637,334.5014,268.0000,-0.0000,10.1674
175.6277,204.0615,333.4974,269.0000,-0.0000,10.1674
168.4361,210.7540,332.5192,270.0000,-0.0000,10.1674
161.1952,217.4923,332.7562,271.0000,-0.0000,10.1674
154.5581,223.6688,333.1670,272.0000,-0.0000,10.1674
148.0703,229.7063,332.4827,273.0000,-0.0000,10.1674
141.0506,236.2389,331.3971,274.0000,-0.0000,10.1674
133.7648,243.0190,331.3006,275.0000,-0.0000,10.1674
126.9577,249.3537,331.7592,276.0000,-0.0000,10.1674
120.4691,255.3919,331.3919,277.0000,-0.0000,10.1674
113.6096,261.7753,330.3316,278.0000,-0.0000,10.1674
106.3492,268.5319,329.9273,279.0000,-0.0000,10.1674
99.3886,275.0093,330.3128,280.0000,-0.0000,10.1674
92.8449,281.0989,330.2158,281.0000,-0.0000,10.1674
86.1127,287.3639,329.2848,282.0000,-0.0000,10.1674
78.9306,294.0475,328.6409,283.0000,-0.0000,10.1674
71.8534,300.6335,328.8628,284.0000,-0.0000,10.1674
65.2161,306.8102,328.9593,285.0000,-0.0000,10.1674
58.5664,312.9984,328.2236,286.0000,-0.0000,10.1674
51.4932,319.5806,327.4320,287.0000,-0.0000,10.1674
44.3480,326.2299,327.4390,288.0000,-0.0000,10.1674
37.5973,332.5121,327.6376,289.0000,-0.0000,10.1674
30.9822,338.6681,327.1235,290.0000,-0.0000,10.1674
24.0258,345.1417,326.2810,291.0000,-0.0000,10.1674
16.8634,351.8070,326.0630,292.0000,0.0000,10.1674
9.9984,358.1955,326.2722,293.0000,0.0000,10.1674
3.3739,364.3603,325.9702,294.0000,0.0000,10.1674
-5.3426,367.4162,324.4244,295.0000,-43.7168,11.5583
-15.5531,364.3055,323.5098,296.0000,-19.1724,10.3803
-23.8784,358.8896,324.9535,297.0000,-8.0129,10.2031
-30.2090,353.6432,325.6648,298.0000,-4.2732,10.1775
-36.4167,347.9034,323.9731,299.0000,-2.3532,10.1704
-43.6723,340.7378,322.3499,300.0000,-1.2437,10.1682
-50.8739,333.3702,323.1718,301.0000,-0.5056,10.1675
-56.8720,327.1419,324.2641,302.0000,-0.2617,10.1674
-62.6028,321.1512,323.1991,303.0000,-0.1377,10.1674
-69.3113,314.1120,321.3529,304.0000,-0.0754,10.1674
-76.5161,306.5360,321.5027,305.0000,-0.0330,10.1674
-82.7920,299.9304,322.7135,306.0000,-0.0162,10.1674
-88.5054,293.9140,322.2729,307.0000,-0.0082,10.1674
-94.9015,287.1775,320.4756,308.0000,-0.0045,10.1674
-102.0615,279.6354,319.9990,309.0000,-0.0022,10.1674
-108.6315,272.7144,321.0828,310.0000,-0.0010,10.1674
-114.4446,266.5906,321.1785,311.0000,-0.0005,10.1674
-120.6070,260.0986,319.6382,312.0000,-0.0003,10.1674
-127.6207,252.7098,318.6733,313.0000,-0.0001,10.1674
-134.4221,245.5446,319.4404,314.0000,-0.0001,10.1674
-140.4062,239.2405,319.9254,315.0000,-0.0000,10.1674
-146.4208,232.9042,318.7718,316.0000,-0.0000,10.1674
-153.2282,225.7327,317.5072,317.0000,-0.0000,10.1674
-160.1688,218.4208,317.8468,318.0000,-0.0000,10.1674
-166.3631,211.8953,318.5427,319.0000,-0.0000,10.1674
-172.3176,205.6223,317.8269,320.0000,-0.0000,10.1674
-178.9052,198.6823,316.4601,321.0000,-0.0000,10.1674
-185.8851,191.3291,316.3466,322.0000,-0.0000,10.1674
-192.2952,184.5761,317.0721,323.0000,-0.0000,10.1674
-198.2688,178.2830,316.7755,324.0000,-0.0000,10.1674
-204.6603,171.5496,315.4805,325.0000,-0.0000,10.1674
-211.5914,164.2478,314.9635,326.0000,-0.0000,10.1674
-218.1910,157.2952,315.5611,327.0000,-0.0000,10.1674
-224.2477,150.9146,315.6102,328.0000,-0.0000,10.1674
-230.4905,144.3378,314.5163,329.0000,-0.0000,10.1674
-237.3096,137.1540,313.6985,330.0000,-0.0000,10.1674
-244.0479,130.0553,314.0539,331.0000,-0.0000,10.1674
-250.2311,123.5413,314.3388,332.0000,-0.0000,10.1674
-256.3845,117.0588,313.5222,333.0000,-0.0000,10.1674
-263.0591,110.0272,312.5332,334.0000,-0.0000,10.1674
-269.8715,102.8504,312.5881,335.0000,-0.0000,10.1674
-276.2017,96.1817,312.9834,336.0000,-0.0000,10.1674
-282.3256,89.7302,312.4676,337.0000,-0.0000,10.1674
-288.8524,82.8543,311.4383,338.0000,-0.0000,10.1674
-295.6739,75.6679,311.1899,339.0000,-0.0000,10.1674
-302.1478,68.8478,311.5745,340.0000,-0.0000,10.1674
-308.2956,62.3711,311.3366,341.0000,-0.0000,10.1674
-314.6942,55.6302,310.3790,342.0000,-0.0000,10.1674
-321.4701,48.4920,309.8712,343.0000,-0.0000,10.1674
-328.0641,41.5453,310.1448,344.0000,-0.0000,10.1674
-334.2774,34.9996,310.1269,345.0000,0.0000,10.1674
-340.5822,28.3576,309.3216,346.0000,-0.0000,10.1674
-347.2750,21.3068,308.6298,347.0000,-0.0000,10.1674
-353.9514,14.2733,308.7250,348.0000,-0.0000,10.1674
-360.2564,7.6311,308.8477,349.0000,-0.0000,10.1674
-366.5083,1.0447,308.2389,350.0000,-0.0000,10.1674
-369.4949,-7.8993,306.6328,351.0000,-45.0000,11.6694
-363.8315,-16.9580,305.3979,352.0000,-39.0227,11.2087
-354.2330,-21.2832,306.7601,353.0000,-15.2219,10.2992
-346.0546,-22.8561,308.2720,354.0000,-8.2547,10.2053
-338.1638,-23.5439,306.9365,355.0000,-4.3608,10.1779
-328.3549,-23.8121,304.6159,356.0000,-2.4250,10.1706
-317.5980,-23.7369,304.9689,357.0000,-0.9749,10.1679
-308.6639,-23.5428,306.6519,358.0000,-0.4833,10.1675
-300.7458,-23.3209,306.1321,359.0000,-0.2482,10.1674
-291.5163,-23.0321,303.8613,360.0000,-0.1403,10.1674
-280.8181,-22.6761,303.3712,361.0000,-0.0631,10.1674
-271.3043,-22.3506,304.9120,362.0000,-0.0279,10.1674
-263.2019,-22.0703,305.1029,363.0000,-0.0146,10.1674
-254.4182,-21.7648,303.1639,364.0000,-0.0081,10.1674
-243.9942,-21.4011,302.0127,365.0000,-0.0041,10.1674
-234.0160,-21.0523,303.1499,366.0000,-0.0016,10.1674
-225.5938,-20.7578,303.8639,367.0000,-0.0008,10.1674
-217.0901,-20.4602,302.4302,368.0000,-0.0005,10.1674
-207.0625,-20.1093,300.8712,369.0000,-0.0002,10.1674
-196.7977,-19.7501,301.4473,370.0000,-0.0001,10.1674
-187.9765,-19.4414,302.4527,371.0000,-0.0001,10.1674
-179.5863,-19.1477,301.5934,372.0000,-0.0000,10.1674
-169.9822,-18.8116,299.8924,373.0000,-0.0000,10.1674
-159.6282,-18.4492,299.8657,374.0000,-0.0000,10.1674
-150.3909,-18.1259,300.9234,375.0000,-0.0000,10.1674
-141.9655,-17.8310,300.6163,376.0000,-0.0000,10.1674
-132.7375,-17.5081,299.0060,377.0000,-0.0000,10.1674
-122.4705,-17.1487,298.4392,378.0000,-0.0000,10.1674
-112.8623,-16.8124,299.3377,379.0000,-0.0000,10.1674
-104.2813,-16.5121,299.4891,380.0000,-0.0000,10.1674
-95.3363,-16.1990,298.1421,381.0000,-0.0000,10.1674
-85.2827,-15.8472,297.1718,382.0000,-0.0000,10.1674
-75.3992,-15.5012,297.7556,383.0000,-0.0000,10.1674
-66.5789,-15.1925,298.2230,384.0000,-0.0000,10.1674
-57.8039,-14.8854,297.2400,385.0000,-0.0000,10.1674
-48.0279,-14.5433,296.0388,386.0000,-0.0000,10.1674
-37.9936,-14.1921,296.2259,387.0000,-0.0000,10.1674
-28.8929,-13.8735,296.8454,388.0000,-0.0000,10.1674
-20.1739,-13.5684,296.2580,389.0000,-0.0000,10.1674
-10.6819,-13.2362,295.0007,390.0000,-0.0000,10.1674
-0.6247,-12.8842,294.7846,391.0000,-0.0000,10.1674
8.7534,-12.5559,295.3957,392.0000,-0.0000,10.1674
17.5172,-12.2492,295.1751,393.0000,-0.0000,10.1674
26.7636,-11.9256,294.0104,394.0000,-0.0000,10.1674
36.7357,-11.5766,293.4482,395.0000,-0.0000,10.1674
46.3482,-11.2401,293.9167,396.0000,-0.0000,10.1674
55.2355,-10.9291,293.9880,397.0000,-0.0000,10.1674
64.3028,-10.6117,293.0231,398.0000,-0.0000,10.1674
74.1161,-10.2683,292.2144,399.0000,-0.0000,10.1674
83.8912,-9.9262,292.4489,400.0000,-0.0000,10.1674
92.9526,-9.6090,292.7084,401.0000,-0.0000,10.1674
101.9192,-9.2952,292.0018,402.0000,-0.0000,10.1674
111.5401,-8.9585,291.0650,403.0000,-0.0000,10.1674
121.3923,-8.6136,291.0246,404.0000,-0.0000,10.1674
130.6474,-8.2897,291.3587,405.0000,-0.0000,10.1674
139.5910,-7.9767,290.9221,406.0000,0.0000,10.1674
149.0220,-7.6466,289.9723,407.0000,0.0000,10.1674
158.8686,-7.3020,289.6647,408.0000,0.0000,10.1674
168.3067,-6.9717,289.9671,409.0000,0.0000,10.1674
177.2947,-6.6571,289.7721,410.0000,0.0000,10.1674
186.5661,-6.3326,288.9049,411.0000,0.0000,10.1674
196.3403,-5.9905,288.3768,412.0000,0.0000,10.1674
205.9255,-5.6550,288.5633,413.0000,0.0000,10.1674
215.0083,-5.3371,288.5522,414.0000,0.0000,10.1674
224.1677,-5.0166,287.8335,415.0000,0.0000,10.1674
233.8266,-4.6785,287.1564,416.0000,0.0000,10.1674
243.5067,-4.3397,287.1737,417.0000,0.0000,10.1674
252.7139,-4.0175,287.2725,418.0000,0.0000,10.1674
261.8156,-3.6989,286.7351,419.0000,0.0000,10.1674
271.3421,-3.3655,285.9897,420.0000,0.0000,10.1674
281.0594,-3.0254,285.8187,421.0000,0.0000,10.1674
290.3986,-2.6985,285.9498,422.0000,-0.0000,10.1674
299.4953,-2.3801,285.5949,423.0000,0.0000,10.1674
308.8955,-2.0511,284.8570,424.0000,0.0000,10.1674
318.5965,-1.7116,284.5102,425.0000,0.0000,10.1674
328.0552,-1.3805,284.6040,426.0000,0.0000,10.1674
337.1913,-1.0608,284.4069,427.0000,0.0000,10.1674
346.4886,-0.7354,283.7374,428.0000,0.0000,10.1674
356.1319,-0.3979,283.2514,429.0000,-0.0000,10.1674
364.6040,3.8826,282.4375,430.0000,-45.0000,11.6694
366.9794,13.8113,281.3211,431.0000,-40.3995,11.3028
363.3225,23.6387,281.9226,432.0000,-16.0344,10.3142
358.3267,30.9946,283.2105,433.0000,-8.2462,10.2053
353.0090,37.2667,282.5035,434.0000,-4.1926,10.1771
346.4953,44.1286,280.5888,435.0000,-2.3186,10.1704
339.0259,51.4979,280.3717,436.0000,-1.0519,10.1680
332.2609,57.9706,281.6098,437.0000,-0.4896,10.1675
326.2150,63.6794,281.5080,438.0000,-0.2495,10.1674
319.6085,69.8769,279.7790,439.0000,-0.1377,10.1674
