x,y,z,t,mu,alpha
250.9094,0.5647,398.5463,38.0000,-0.0000,10.1674
259.1909,0.5246,392.3329,39.0000,-0.0000,10.1674
272.2466,0.4613,392.1808,40.0000,-0.0000,10.1674
280.4970,0.4214,397.5017,41.0000,-0.0000,10.1674
285.2987,0.3981,398.1133,42.0000,-0.0000,10.1674
292.1239,0.3651,392.8521,43.0000,-0.0000,10.1674
304.4149,0.3055,390.1460,44.0000,-0.0000,10.1674
314.6665,0.2559,394.5477,45.0000,-0.0000,10.1674
320.3609,0.2283,396.9511,46.0000,-0.0000,10.1674
326.4361,0.1989,393.2486,47.0000,-0.0000,10.1674
337.3182,0.1462,389.0206,48.0000,-0.0000,10.1674
348.9507,0.0898,391.6548,49.0000,-0.0000,10.1674
355.8720,0.0563,395.1822,50.0000,-0.0000,10.1674
361.4300,1.6668,392.9343,51.0000,-45.0000,11.6694
364.2422,10.2036,386.9763,52.0000,-45.0000,11.6694
359.0190,22.4731,387.3524,53.0000,-11.5308,10.2421
354.4998,28.7376,393.1666,54.0000,-5.4186,10.1837
351.7183,31.9446,393.5986,55.0000,-3.1702,10.1729
347.1995,36.7370,387.8127,56.0000,-2.2412,10.1702
338.2381,45.6171,385.1084,57.0000,-0.7103,10.1677
331.0254,52.5973,390.0729,58.0000,-0.2368,10.1674
327.2912,56.1793,392.5332,59.0000,-0.1508,10.1674
323.1589,60.1302,388.4179,60.0000,-0.0941,10.1674
315.1468,67.7673,383.9079,61.0000,-0.0496,10.1674
306.6762,75.8296,386.9926,62.0000,-0.0109,10.1674
301.9726,80.3047,390.7764,63.0000,-0.0068,10.1674
297.9953,84.0882,388.5917,64.0000,-0.0037,10.1674
291.1781,90.5724,383.5063,65.0000,-0.0023,10.1674
282.2113,99.1008,384.2763,66.0000,-0.0006,10.1674
276.3703,104.6559,388.5199,67.0000,-0.0003,10.1674
272.2334,108.5905,388.2048,68.0000,-0.0002,10.1674
266.3808,114.1566,383.5141,69.0000,-0.0001,10.1674
257.5953,122.5122,382.1609,70.0000,-0.0000,10.1674
250.6348,129.1320,385.9898,71.0000,-0.0000,10.1674
246.0910,133.4534,387.2495,72.0000,-0.0000,10.1674
240.8554,138.4328,383.5728,73.0000,-0.0000,10.1674
232.6993,146.1897,380.7115,74.0000,-0.0000,10.1674
224.8613,153.6441,383.4231,75.0000,-0.0000,10.1674
219.7099,158.5434,385.7915,76.0000,-0.0000,10.1674
214.7630,163.2482,383.4326,77.0000,-0.0000,10.1674
207.4048,170.2462,379.8281,78.0000,-0.0000,10.1674
199.0859,178.1580,381.0390,79.0000,-0.0000,10.1674
193.1936,183.7619,383.9443,80.0000,-0.0000,10.1674
188.2689,188.4455,382.9572,81.0000,-0.0000,10.1674
181.6556,194.7352,379.3105,82.0000,-0.0000,10.1674
173.2820,202.6990,379.0007,83.0000,-0.0000,10.1674
166.6252,209.0299,381.8511,84.0000,-0.0000,10.1674
161.5120,213.8929,382.0985,85.0000,-0.0000,10.1674
155.4669,219.6421,378.9372,86.0000,-0.0000,10.1674
147.3803,227.3330,377.3845,87.0000,-0.0000,10.1674
140.0650,234.2902,379.6674,88.0000,-0.0000,10.1674
134.5976,239.4900,380.8712,89.0000,-0.0000,10.1674
128.9056,244.9034,378.5215,90.0000,-0.0000,10.1674
121.3020,252.1349,376.1723,91.0000,-0.0000,10.1674
113.5416,259.5155,377.5427,92.0000,-0.0000,10.1674
107.6046,265.1619,379.3331,93.0000,-0.0000,10.1674
102.0605,270.4346,377.9351,94.0000,-0.0000,10.1674
94.9897,277.1594,375.2715,95.0000,-0.0000,10.1674
87.0481,284.7123,375.5993,96.0000,-0.0000,10.1674
80.5927,290.8517,377.5710,97.0000,-0.0000,10.1674
75.0201,296.1516,377.1089,98.0000,-0.0000,10.1674
68.4228,302.4261,374.5525,99.0000,-0.0000,10.1674
60.5479,309.9155,373.9140,100.0000,-0.0000,10.1674
53.6050,316.5186,375.6872,101.0000,-0.0000,10.1674
47.8605,321.9819,376.0232,102.0000,-0.0000,10.1674
41.6163,327.9205,373.8843,103.0000,-0.0000,10.1674
33.9899,335.1736,372.5072,104.0000,-0.0000,10.1674
26.6651,342.1400,373.7861,105.0000,0.0000,10.1674
20.6426,347.8677,374.6968,106.0000,0.0000,10.1674
14.6102,353.6048,373.1591,107.0000,0.0000,10.1674
7.3264,360.5322,371.3475,108.0000,0.0000,10.1674
-2.4855,363.9887,371.1616,109.0000,-40.6057,11.3175
-12.0122,361.2823,372.0673,110.0000,-18.5713,10.3666
-19.4703,356.8001,372.5601,111.0000,-9.4960,10.2178
-26.3530,351.4050,371.3945,112.0000,-5.0110,10.1813
-33.7007,344.7790,370.1227,113.0000,-2.6174,10.1712
-40.9322,337.7573,370.4566,114.0000,-1.1664,10.1681
-47.2792,331.3869,371.1376,115.0000,-0.5704,10.1676
-53.3381,325.2140,370.4020,116.0000,-0.2926,10.1674
-60.0170,318.3553,369.0223,117.0000,-0.1559,10.1674
-67.0743,311.0761,368.9023,118.0000,-0.0734,10.1674
-73.5453,304.3878,369.6155,119.0000,-0.0345,10.1674
-79.5750,298.1498,369.3000,120.0000,-0.0172,10.1674
-86.0284,291.4704,367.9900,121.0000,-0.0092,10.1674
-93.0241,284.2279,367.4657,122.0000,-0.0046,10.1674
-99.6811,277.3351,368.0537,123.0000,-0.0021,10.1674
-105.7910,271.0084,368.0860,124.0000,-0.0010,10.1674
-112.0923,264.4835,366.9767,125.0000,-0.0005,10.1674
-118.9750,257.3562,366.1514,126.0000,-0.0003,10.1674
-125.7725,250.3173,366.5005,127.0000,-0.0001,10.1674
-132.0095,243.8586,366.7725,128.0000,-0.0001,10.1674
-138.2196,237.4279,365.9421,129.0000,-0.0000,10.1674
-144.9570,230.4511,364.9466,130.0000,-0.0000,10.1674
-151.8304,223.3334,364.9989,131.0000,-0.0000,10.1674
-158.2156,216.7213,365.3871,132.0000,-0.0000,10.1674
-164.3954,210.3220,364.8617,133.0000,-0.0000,10.1674
-170.9838,203.4994,363.8291,134.0000,-0.0000,10.1674
-177.8677,196.3709,363.5840,135.0000,-0.0000,10.1674
-184.3984,189.6082,363.9701,136.0000,-0.0000,10.1674
-190.6019,183.1841,363.7312,137.0000,-0.0000,10.1674
-197.0613,176.4953,362.7782,138.0000,-0.0000,10.1674
-203.9004,169.4131,362.2844,139.0000,-0.0000,10.1674
-210.5535,162.5236,362.5745,140.0000,-0.0000,10.1674
-216.8234,156.0309,362.5723,141.0000,-0.0000,10.1674
-223.1887,149.4394,361.7894,142.0000,-0.0000,10.1674
-229.9461,142.4419,361.1333,143.0000,-0.0000,10.1674
-236.6843,135.4643,361.2733,144.0000,-0.0000,10.1674
-243.0479,128.8745,361.4450,145.0000,-0.0000,10.1674
-249.3618,122.3362,360.8960,146.0000,-0.0000,10.1674
-256.0213,115.4401,360.1895,147.0000,-0.0000,10.1674
-262.8015,108.4190,360.1772,148.0000,-0.0000,10.1674
-269.2697,101.7209,360.4677,149.0000,-0.0000,10.1674
-275.5744,95.1922,360.1955,150.0000,-0.0000,10.1674
-282.1380,88.3953,359.5622,151.0000,-0.0000,10.1674
-288.9174,81.3751,359.4424,152.0000,-0.0000,10.1674
-295.4819,74.5773,359.8070,153.0000,-0.0000,10.1674
-301.8094,68.0250,359.8169,154.0000,-0.0000,10.1674
-308.2871,61.3171,359.3416,155.0000,-0.0000,10.1674
-315.0240,54.3407,359.1423,156.0000,-0.0000,10.1674
-321.6571,47.4719,359.4861,157.0000,-0.0000,10.1674
-328.0243,40.8785,359.6752,158.0000,-0.0000,10.1674
-334.4316,34.2435,359.3206,159.0000,-0.0000,10.1674
-341.0982,27.3400,358.9857,160.0000,-0.0000,10.1674
-347.7723,20.4288,359.1504,161.0000,-0.0000,10.1674
-354.1982,13.7745,359.3484,162.0000,-0.0000,10.1674
-360.5699,7.1763,359.0401,163.0000,-0.0000,10.1674
-367.1653,0.3466,358.5530,164.0000,-0.0000,10.1674
-370.2676,-8.6830,357.6443,165.0000,-45.0000,11.6694
-364.8711,-17.5328,356.7105,166.0000,-40.3191,11.2972
-355.3323,-21.8760,357.7084,167.0000,-15.9583,10.3127
-346.7189,-23.5110,359.2253,168.0000,-8.2729,10.2055
-338.5045,-24.1813,358.6236,169.0000,-4.2266,10.1773
-328.8362,-24.4158,357.0927,170.0000,-2.3065,10.1703
-318.2128,-24.3266,357.7057,171.0000,-0.9928,10.1679
-308.8766,-24.1119,359.8657,172.0000,-0.4591,10.1675
-300.4555,-23.8658,360.7211,173.0000,-0.2388,10.1674
-291.0615,-23.5614,360.4256,174.0000,-0.1291,10.1674
-280.4885,-23.1994,361.7864,175.0000,-0.0597,10.1674
-270.8367,-22.8606,365.0867,176.0000,-0.0248,10.1674
-262.4318,-22.5627,367.4928,177.0000,-0.0136,10.1674
-253.5681,-22.2470,368.1323,178.0000,-0.0074,10.1674
-243.3751,-21.8828,369.2750,179.0000,-0.0037,10.1674
-233.4319,-21.5270,372.2799,180.0000,-0.0015,10.1674
-224.7696,-21.2169,375.0773,181.0000,-0.0008,10.1674
-216.1622,-20.9087,376.0865,182.0000,-0.0004,10.1674
-206.4176,-20.5596,376.7010,183.0000,-0.0002,10.1674
-196.4466,-20.2025,378.6617,184.0000,-0.0001,10.1674
-187.6077,-19.8858,380.7315,185.0000,-0.0000,10.1674
-179.1848,-19.5841,381.0305,186.0000,-0.0000,10.1674
-169.8037,-19.2481,380.2652,187.0000,-0.0000,10.1674
-159.6929,-18.8859,380.5477,188.0000,-0.0000,10.1674
-150.3709,-18.5519,381.7046,189.0000,-0.0000,10.1674
-141.7822,-18.2442,381.7866,190.0000,-0.0000,10.1674
-132.6259,-17.9162,380.6459,191.0000,-0.0000,10.1674
-122.5697,-17.5560,380.1443,192.0000,-0.0000,10.1674
-112.9180,-17.2102,380.8661,193.0000,-0.0000,10.1674
-104.1431,-16.8959,381.1176,194.0000,-0.0000,10.1674
-95.1772,-16.5747,380.0960,195.0000,-0.0000,10.1674
-85.3072,-16.2211,379.2038,196.0000,-0.0000,10.1674
-75.4517,-15.8680,379.5601,197.0000,-0.0000,10.1674
-66.4543,-15.5457,379.9748,198.0000,-0.0000,10.1674
-57.5953,-15.2284,379.2279,199.0000,-0.0000,10.1674
-47.9577,-14.8831,378.1587,200.0000,-0.0000,10.1674
-38.0122,-14.5268,378.1519,201.0000,-0.0000,10.1674
-28.7766,-14.1960,378.6257,202.0000,-0.0000,10.1674
-19.9347,-13.8792,378.1883,203.0000,-0.0000,10.1674
-10.5243,-13.5421,377.1021,204.0000,-0.0000,10.1674
-0.5919,-13.1863,376.7619,205.0000,-0.0000,10.1674
8.8650,-12.8475,377.1788,206.0000,-0.0000,10.1674
17.7683,-12.5286,377.0220,207.0000,-0.0000,10.1674
26.9908,-12.1982,376.0394,208.0000,-0.0000,10.1674
36.8297,-11.8457,375.4325,209.0000,-0.0000,10.1674
46.4620,-11.5007,375.6973,210.0000,-0.0000,10.1674
55.4849,-11.1775,375.7528,211.0000,-0.0000,10.1674
64.5786,-10.8517,374.9531,212.0000,-0.0000,10.1674
74.2739,-10.5044,374.1714,213.0000,-0.0000,10.1674
84.0168,-10.1553,374.2247,214.0000,-0.0000,10.1674
93.1926,-9.8266,374.4035,215.0000,-0.0000,10.1674
102.2234,-9.5031,373.8240,216.0000,-0.0000,10.1674
111.7574,-9.1616,372.9671,217.0000,-0.0000,10.1674
121.5400,-8.8111,372.7903,218.0000,-0.0000,10.1674
130.8758,-8.4767,372.9995,219.0000,-0.0000,10.1674
139.9067,-8.1532,372.6390,220.0000,0.0000,10.1674
149.2894,-7.8171,371.7988,221.0000,0.0000,10.1674
159.0471,-7.4675,371.4106,222.0000,0.0000,10.1674
168.5260,-7.1279,371.5676,223.0000,0.0000,10.1674
177.6091,-6.8025,371.3938,224.0000,0.0000,10.1674
186.8708,-6.4708,370.6425,225.0000,0.0000,10.1674
196.5548,-6.1238,370.0897,226.0000,0.0000,10.1674
206.1418,-5.7804,370.1331,227.0000,0.0000,10.1674
215.3135,-5.4518,370.0928,228.0000,0.0000,10.1674
224.4963,-5.1229,369.4764,229.0000,0.0000,10.1674
234.0781,-4.7796,368.8220,230.0000,0.0000,10.1674
243.7275,-4.4340,368.7174,231.0000,0.0000,10.1674
253.0064,-4.1016,368.7469,232.0000,-0.0000,10.1674
262.1556,-3.7738,368.2840,233.0000,-0.0000,10.1674
271.6276,-3.4345,367.5946,234.0000,0.0000,10.1674
281.2922,-3.0883,367.3353,235.0000,0.0000,10.1674
290.6786,-2.7520,367.3717,236.0000,0.0000,10.1674
299.8364,-2.4239,367.0558,237.0000,0.0000,10.1674
309.2086,-2.0882,366.3907,238.0000,0.0000,10.1674
318.8471,-1.7429,365.9943,239.0000,0.0000,10.1674
328.3257,-1.4034,365.9836,240.0000,0.0000,10.1674
337.5259,-1.0738,365.7879,241.0000,0.0000,10.1674
346.8211,-0.7408,365.1921,242.0000,0.0000,10.1674
356.4037,-0.3975,364.6931,243.0000,-0.0000,10.1674
364.8610,3.8820,363.7811,244.0000,-45.0000,11.6694
367.2349,13.8601,362.6239,245.0000,-40.2412,11.2917
363.5653,23.6987,363.2860,246.0000,-15.9282,10.3122
358.6010,31.0086,364.5941,247.0000,-8.2525,10.2053
353.3093,37.2539,363.8116,248.0000,-4.2142,10.1772
346.7731,44.1383,361.8304,249.0000,-2.3361,10.1704
339.2764,51.5295,361.6498,250.0000,-1.0478,10.1680
332.5370,57.9730,362.9276,251.0000,-0.4915,10.1675
326.5219,63.6487,362.7746,252.0000,-0.2511,10.1674
319.9036,69.8523,360.9687,253.0000,-0.1392,10.1674
312.3212,76.9317,360.1760,254.0000,-0.0687,10.1674
305.1904,83.5765,361.2046,255.0000,-0.0294,10.1674
298.9772,89.3615,361.5548,256.0000,-0.0151,10.1674
292.5542,95.3394,360.1084,257.0000,-0.0082,10.1674
285.1700,102.2103,358.8877,258.0000,-0.0043,10.1674
277.8178,109.0507,359.5024,259.0000,-0.0019,10.1674
271.3789,115.0410,360.1770,260.0000,-0.0009,10.1674
265.0710,120.9093,359.1855,261.0000,-0.0005,10.1674
257.9373,127.5457,357.7514,262.0000,-0.0003,10.1674
250.4824,134.4808,357.8788,263.0000,-0.0001,10.1674
243.7941,140.7029,358.6802,264.0000,-0.0001,10.1674
237.5061,146.5525,358.1583,265.0000,-0.0000,10.1674
230.6150,152.9632,356.7151,266.0000,-0.0000,10.1674
223.1690,159.8901,356.3710,267.0000,-0.0000,10.1674
216.2437,166.3325,357.1134,268.0000,-0.0000,10.1674
209.8934,172.2401,357.0085,269.0000,-0.0000,10.1674
203.2013,178.4657,355.7213,270.0000,-0.0000,10.1674
195.8526,185.3020,354.9926,271.0000,-0.0000,10.1674
188.7361,191.9224,355.5274,272.0000,-0.0000,10.1674
182.2619,197.9452,355.7381,273.0000,-0.0000,10.1674
175.7055,204.0445,354.7176,274.0000,-0.0000,10.1674
168.5092,210.7391,353.7343,275.0000,-0.0000,10.1674
161.2695,217.4740,353.9681,276.0000,-0.0000,10.1674
154.6350,223.6460,354.3651,277.0000,-0.0000,10.1674
148.1449,229.6836,353.6636,278.0000,-0.0000,10.1674
141.1202,236.2186,352.5698,279.0000,-0.0000,10.1674
133.8340,242.9968,352.4708,280.0000,-0.0000,10.1674
127.0295,249.3269,352.9187,281.0000,-0.0000,10.1674
120.5400,255.3639,352.5345,282.0000,-0.0000,10.1674
113.6760,261.7494,351.4633,283.0000,-0.0000,10.1674
106.4135,268.5055,351.0559,284.0000,-0.0000,10.1674
99.4552,274.9787,351.4335,285.0000,-0.0000,10.1674
92.9118,281.0659,351.3209,286.0000,-0.0000,10.1674
86.1758,287.3323,350.3768,287.0000,-0.0000,10.1674
78.9906,294.0165,349.7282,288.0000,-0.0000,10.1674
71.9147,300.5991,349.9442,289.0000,-0.0000,10.1674
65.2786,306.7726,350.0269,290.0000,-0.0000,10.1674
58.6261,312.9612,349.2769,291.0000,-0.0000,10.1674
51.5493,319.5446,348.4784,292.0000,-0.0000,10.1674
44.4043,326.1915,348.4805,293.0000,-0.0000,10.1674
37.6551,332.4702,348.6672,294.0000,-0.0000,10.1674
31.0384,338.6256,348.1384,295.0000,-0.0000,10.1674
24.0782,345.1005,347.2867,296.0000,-0.0000,10.1674
16.9149,351.7644,347.0638,297.0000,-0.0000,10.1674
10.0513,358.1494,347.2631,298.0000,-0.0000,10.1674
3.4261,364.3128,346.9466,299.0000,0.0000,10.1674
-5.2940,367.3677,345.3897,300.0000,-43.7081,11.5576
-15.5055,364.2559,344.4701,301.0000,-19.1523,10.3799
-23.8288,358.8431,345.9061,302.0000,-8.0143,10.2031
-30.1588,353.5987,346.6034,303.0000,-4.2735,10.1775
-36.3693,347.8582,344.8989,304.0000,-2.3539,10.1704
-43.6276,340.6917,343.2693,305.0000,-1.2437,10.1682
-50.8286,333.3267,344.0849,306.0000,-0.5054,10.1675
-56.8259,327.1010,345.1648,307.0000,-0.2617,10.1674
-62.5585,321.1101,344.0863,308.0000,-0.1377,10.1674
-69.2701,314.0696,342.2321,309.0000,-0.0754,10.1674
-76.4752,306.4953,342.3765,310.0000,-0.0329,10.1674
-82.7501,299.8925,343.5768,311.0000,-0.0162,10.1674
-88.4646,293.8767,343.1229,312.0000,-0.0082,10.1674
-94.8636,287.1389,341.3164,313.0000,-0.0045,10.1674
-102.0249,279.5975,340.8348,314.0000,-0.0022,10.1674
-108.5941,272.6793,341.9104,315.0000,-0.0010,10.1674
-114.4076,266.5566,341.9941,316.0000,-0.0005,10.1674
-120.5727,260.0636,340.4442,317.0000,-0.0003,10.1674
-127.5884,252.6747,339.4748,318.0000,-0.0001,10.1674
-134.3895,245.5119,340.2366,319.0000,-0.0001,10.1674
-140.3736,239.2094,340.7121,320.0000,-0.0000,10.1674
-146.3905,232.8724,339.5501,321.0000,-0.0000,10.1674
-153.2005,225.7001,338.2825,322.0000,-0.0000,10.1674
-160.1414,218.3900,338.6205,323.0000,-0.0000,10.1674
-166.3357,211.8662,339.3115,324.0000,-0.0000,10.1674
-172.2921,205.5929,338.5908,325.0000,-0.0000,10.1674
-178.8828,198.6516,337.2247,326.0000,-0.0000,10.1674
-185.8640,191.2990,337.1159,327.0000,-0.0000,10.1674
-192.2742,184.5478,337.8445,328.0000,-0.0000,10.1674
-198.2497,178.2543,337.5509,329.0000,-0.0000,10.1674
-204.6449,171.5189,336.2651,330.0000,-0.0000,10.1674
-211.5785,164.2164,335.7647,331.0000,-0.0000,10.1674
-218.1791,157.2648,336.3805,332.0000,-0.0000,10.1674
-224.2381,150.8833,336.4492,333.0000,-0.0000,10.1674
-230.4860,144.3031,335.3835,334.0000,-0.0000,10.1674
-237.3098,137.1163,334.6066,335.0000,-0.0000,10.1674
-244.0505,130.0169,335.0111,336.0000,-0.0000,10.1674
-250.2375,123.5008,335.3503,337.0000,-0.0000,10.1674
-256.3982,117.0124,334.6014,338.0000,-0.0000,10.1674
-263.0811,109.9740,333.7020,339.0000,-0.0000,10.1674
-269.8990,102.7933,333.8653,340.0000,-0.0000,10.1674
-276.2347,96.1205,334.3815,341.0000,-0.0000,10.1674
-282.3687,89.6602,334.0062,342.0000,-0.0000,10.1674
-288.9077,82.7734,333.1491,343.0000,-0.0000,10.1674
-295.7368,75.5809,333.1017,344.0000,-0.0000,10.1674
-302.2150,68.7582,333.7011,345.0000,-0.0000,10.1674
-308.3702,62.2755,333.6913,346.0000,-0.0000,10.1674
-314.7778,55.5270,332.9845,347.0000,-0.0000,10.1674
-321.5561,48.3881,332.7434,348.0000,-0.0000,10.1674
-328.1455,41.4482,333.2752,349.0000,-0.0000,10.1674
-334.3552,34.9081,333.4989,350.0000,-0.0000,10.1674
-340.6586,28.2693,332.9265,351.0000,0.0000,10.1674
-347.3465,21.2257,332.4561,352.0000,0.0000,10.1674
-354.0130,14.2045,332.7449,353.0000,0.0000,10.1674
-360.3099,7.5727,333.0295,354.0000,0.0000,10.1674
-366.5575,0.9926,332.5626,355.0000,-0.0000,10.1674
-369.5463,-7.9433,331.0850,356.0000,-45.0000,11.6694
-363.8763,-16.9948,329.9624,357.0000,-39.1571,11.2177
-354.2362,-21.3137,331.4708,358.0000,-15.1371,10.2977
-346.0085,-22.8830,333.2176,359.0000,-8.2107,10.2049
-338.0688,-23.5641,332.1994,360.0000,-4.3188,10.1777
-328.1970,-23.8238,330.3036,361.0000,-2.3906,10.1705
-317.3530,-23.7407,331.2575,362.0000,-0.9513,10.1679
-308.2914,-23.5409,333.7624,363.0000,-0.4589,10.1675
-300.1782,-23.3124,334.3488,364.0000,-0.2448,10.1674
-290.6936,-23.0140,333.6261,365.0000,-0.1358,10.1674
-279.8434,-22.6516,335.1654,366.0000,-0.0591,10.1674
-270.3440,-22.3262,338.8875,367.0000,-0.0249,10.1674
-262.2565,-22.0462,341.2125,368.0000,-0.0142,10.1674
-253.4212,-21.7387,341.4512,369.0000,-0.0079,10.1674
-242.9583,-21.3735,342.5982,370.0000,-0.0040,10.1674
-233.0330,-21.0264,346.0137,371.0000,-0.0015,10.1674
-224.6635,-20.7335,348.8844,372.0000,-0.0008,10.1674
-216.1801,-20.4366,349.5463,373.0000,-0.0005,10.1674
-206.2294,-20.0883,349.9936,374.0000,-0.0002,10.1674
-196.1673,-19.7360,352.2429,375.0000,-0.0001,10.1674
-187.5601,-19.4346,354.4654,376.0000,-0.0001,10.1674
-179.3219,-19.1462,354.4832,377.0000,-0.0000,10.1674
-169.8143,-18.8133,353.4326,378.0000,-0.0000,10.1674
-159.5261,-18.4531,353.8860,379.0000,-0.0000,10.1674
-150.3434,-18.1316,355.2940,380.0000,-0.0000,10.1674
-141.9657,-17.8382,355.2389,381.0000,-0.0000,10.1674
-132.7739,-17.5164,353.8007,382.0000,-0.0000,10.1674
-122.5210,-17.1574,353.3547,383.0000,-0.0000,10.1674
-112.9173,-16.8211,354.3581,384.0000,-0.0000,10.1674
-104.3506,-16.5212,354.5982,385.0000,-0.0000,10.1674
-95.4259,-16.2087,353.3047,386.0000,-0.0000,10.1674
-85.3796,-15.8569,352.3579,387.0000,-0.0000,10.1674
-75.4893,-15.5106,352.9689,388.0000,-0.0000,10.1674
-66.6708,-15.2019,353.4728,389.0000,-0.0000,10.1674
-57.9094,-14.8951,352.5100,390.0000,-0.0000,10.1674
-48.1420,-14.5531,351.3036,391.0000,-0.0000,10.1674
-38.1002,-14.2015,351.4868,392.0000,-0.0000,10.1674
-28.9949,-13.8827,352.1198,393.0000,-0.0000,10.1674
-20.2848,-13.5777,351.5417,394.0000,-0.0000,10.1674
-10.8027,-13.2457,350.2716,395.0000,-0.0000,10.1674
-0.7409,-12.8934,350.0378,396.0000,-0.0000,10.1674
8.6450,-12.5648,350.6489,397.0000,-0.0000,10.1674
17.4044,-12.2581,350.4330,398.0000,-0.0000,10.1674
26.6407,-11.9347,349.2559,399.0000,-0.0000,10.1674
36.6135,-11.5855,348.6704,400.0000,-0.0000,10.1674
46.2348,-11.2486,349.1296,401.0000,-0.0000,10.1674
55.1216,-10.9375,349.2024,402.0000,-0.0000,10.1674
64.1798,-10.6203,348.2276,403.0000,-0.0000,10.1674
73.9906,-10.2768,347.3949,404.0000,-0.0000,10.1674
83.7735,-9.9343,347.6136,405.0000,-0.0000,10.1674
92.8377,-9.6169,347.8713,406.0000,-0.0000,10.1674
101.7972,-9.3032,347.1577,407.0000,-0.0000,10.1674
111.4130,-8.9665,346.1990,408.0000,-0.0000,10.1674
121.2709,-8.6214,346.1385,409.0000,-0.0000,10.1674
130.5311,-8.2971,346.4670,410.0000,-0.0000,10.1674
139.4702,-7.9841,346.0254,411.0000,0.0000,10.1674
148.8947,-7.6542,345.0572,412.0000,0.0000,10.1674
158.7443,-7.3093,344.7275,413.0000,-0.0000,10.1674
168.1886,-6.9786,345.0205,414.0000,-0.0000,10.1674
177.1747,-6.6640,344.8213,415.0000,0.0000,10.1674
186.4396,-6.3396,343.9396,416.0000,0.0000,10.1674
196.2140,-5.9973,343.3894,417.0000,0.0000,10.1674
205.8053,-5.6615,343.5628,418.0000,0.0000,10.1674
214.8887,-5.3435,343.5473,419.0000,0.0000,10.1674
224.0424,-5.0230,342.8177,420.0000,0.0000,10.1674
233.6992,-4.6848,342.1200,421.0000,0.0000,10.1674
243.3845,-4.3457,342.1214,422.0000,0.0000,10.1674
252.5943,-4.0233,342.2144,423.0000,0.0000,10.1674
261.6916,-3.7047,341.6688,424.0000,-0.0000,10.1674
271.2145,-3.3713,340.9052,425.0000,-0.0000,10.1674
280.9353,-3.0309,340.7166,426.0000,0.0000,10.1674
290.2784,-2.7038,340.8398,427.0000,0.0000,10.1674
299.3725,-2.3854,340.4785,428.0000,0.0000,10.1674
308.7683,-2.0564,339.7254,429.0000,0.0000,10.1674
318.4708,-1.7167,339.3602,430.0000,0.0000,10.1674
327.9337,-1.3854,339.4435,431.0000,0.0000,10.1674
337.0690,-1.0655,339.2400,432.0000,0.0000,10.1674
346.3620,-0.7401,338.5577,433.0000,0.0000,10.1674
356.0050,-0.4025,338.0532,434.0000,-0.0000,10.1674
364.4796,3.8814,337.2255,435.0000,-45.0000,11.6694
366.8555,13.8123,336.1032,436.0000,-40.3620,11.3002
363.2043,23.6365,336.6955,437.0000,-16.0434,10.3143
358.2123,30.9925,337.9639,438.0000,-8.2522,10.2053
352.8935,37.2695,337.2395,439.0000,-4.1975,10.1771
346.3781,44.1358,335.3170,440.0000,-2.3203,10.1704
